symmetric_ratio,mean_asymmetry,max_asymmetry,instance_type,mutation_type,city_size,distribution,generation_type,range,iteration,generation,optimal_cost
0.0,25703.503448275864,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,79139,933,175714.0
0.0,25703.503448275864,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,80063,938,175714.0
0.0,25703.503448275864,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,80249,942,175714.0
0.0,25737.29655172414,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88466,943,175714.0
0.0,25738.62528735632,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88482,946,175714.0
0.0,25715.475862068964,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88484,950,175714.0
0.0,25710.993103448276,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88510,955,175714.0
0.0,25710.993103448276,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88518,958,175714.0
0.0,25709.871264367815,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88529,960,175714.0
0.0,25803.34712643678,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,88782,968,175714.0
0.0,25919.45287356322,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,92837,974,175714.0
0.0,25896.381609195403,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,92838,986,175714.0
0.0,25896.381609195403,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,92839,991,175714.0
0.0,25896.381609195403,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,92844,995,175714.0
0.0,25896.381609195403,198859.0,hardest,swap,30,lognormal,asymmetric,0.8,92848,997,175714.0
0.0,38977168.43157895,1582373871.0,initial,inplace,20,lognormal,asymmetric,4.4,35,0,
0.0,38977168.43157895,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,0,0,
0.0,38977168.43157895,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,35,1,3211.0
0.0,38977161.22105263,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,75,2,3450.0
0.0,38975012.71052632,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,79,4,3450.0
0.0,38975013.973684214,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,95,13,3450.0
0.0,38111366.215789475,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,103,20,3450.0
0.0,38111457.7631579,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,104,23,3450.0
0.0,38110655.57368421,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,105,24,3450.0
0.0,38105534.77894737,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,112,29,3366.0
0.0,35311382.32631579,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,136,30,3366.0
0.0,35311383.805263154,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,189,31,3361.0
0.0,35311291.905263156,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,191,32,3361.0
0.0,35311108.04736842,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,192,44,3361.0
0.0,35312823.02105263,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,193,49,3361.0
0.0,35312855.37368421,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,194,51,3361.0
0.0,35312861.88421053,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,207,60,3361.0
0.0,35315603.694736846,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,208,62,3361.0
0.0,35315604.7,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,213,70,3361.0
0.0,35315640.8631579,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,261,71,3361.0
0.005263157894736842,35502495.64550264,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,294,72,3361.0
0.005263157894736842,35502569.132275134,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,299,86,3361.0
0.005263157894736842,35507128.58201058,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,317,87,3361.0
0.005263157894736842,35505641.21164021,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,321,93,3361.0
0.005263157894736842,35505755.41798942,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,326,95,3361.0
0.005263157894736842,35477804.31216931,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,383,99,3361.0
0.005263157894736842,35471261.925925925,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,399,133,3361.0
0.005263157894736842,35453927.544973545,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,400,135,3361.0
0.005263157894736842,35453983.41269841,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,430,136,3361.0
0.005263157894736842,35282704.4021164,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,432,165,3361.0
0.005263157894736842,35093963.11640212,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,510,168,3361.0
0.005263157894736842,35093918.85714286,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,524,185,3361.0
0.005263157894736842,35093918.396825396,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,527,186,3361.0
0.005263157894736842,35093915.47619048,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,534,201,3044.0
0.005263157894736842,35093916.23809524,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,623,205,3188.0
0.005263157894736842,35093441.227513224,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,648,206,3188.0
0.005263157894736842,35085918.62962963,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,652,227,3188.0
0.005263157894736842,35086708.64021164,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,703,229,3188.0
0.005263157894736842,35086714.0952381,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,708,232,3188.0
0.005263157894736842,35450857.544973545,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,713,243,3188.0
0.005263157894736842,35450864.52910053,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,772,255,3188.0
0.005263157894736842,35450831.756613754,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,776,257,3188.0
0.005263157894736842,35449340.28042328,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,777,258,3188.0
0.005263157894736842,35449340.26984127,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,780,263,3188.0
0.005263157894736842,35449111.14285714,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,789,272,3188.0
0.005263157894736842,35448958.35978836,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,799,273,3188.0
0.005263157894736842,35449124.64550264,1582373871.0,hardest,inplace,20,lognormal,asymmetric,4.4,809,276,3188.0
0.005263157894736842,45823006.62433863,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,819,299,3208.0
0.005263157894736842,45316982.12169312,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,820,300,3208.0
0.005263157894736842,45317011.333333336,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,825,305,3208.0
0.005263157894736842,45317028.751322754,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,836,317,3178.0
0.005263157894736842,45317180.8994709,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,936,318,3178.0
0.005263157894736842,45316794.365079366,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,967,343,3178.0
0.005263157894736842,45316791.56084656,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,984,364,3208.0
0.005263157894736842,45316791.835978836,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1019,369,3208.0
0.005263157894736842,45316815.49206349,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1178,391,3208.0
0.005263157894736842,45317168.4021164,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1179,398,3208.0
0.005263157894736842,44880610.25925926,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1568,401,3208.0
0.005263157894736842,44881179.16931217,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1610,406,3208.0
0.005263157894736842,44881839.34920635,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1612,421,3208.0
0.005263157894736842,44881838.67195767,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1640,424,3208.0
0.005263157894736842,44881811.29100529,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1641,438,3208.0
0.005263157894736842,44881811.61904762,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,1700,439,3208.0
0.005263157894736842,44881816.60846561,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,2794,449,3136.0
0.005263157894736842,44816643.35978836,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,2795,450,3136.0
0.005263157894736842,44828310.4021164,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,2798,477,3136.0
0.005263157894736842,44827096.55555555,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3038,484,3129.0
0.005263157894736842,44826998.82539683,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3208,502,3153.0
0.005263157894736842,44826990.59259259,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3224,504,3153.0
0.005263157894736842,44826991.05291005,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3418,508,3138.0
0.005263157894736842,44826991.06878307,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3427,509,3138.0
0.005263157894736842,44803284.23809524,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3431,511,3138.0
0.005263157894736842,44803231.751322754,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3581,513,3138.0
0.005263157894736842,44803196.428571425,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3602,515,3138.0
0.005263157894736842,36433398.015873015,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3686,529,3138.0
0.005263157894736842,36434172.042328045,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,3752,533,3138.0
0.005263157894736842,36434177.68253968,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,4750,541,3130.0
0.005263157894736842,36434719.756613754,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,4752,545,3130.0
0.005263157894736842,36434719.64021164,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,5489,553,3152.0
0.005263157894736842,36435419.68253968,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,5725,554,3152.0
0.005263157894736842,36433861.756613754,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,6237,555,3152.0
0.005263157894736842,36433679.29100529,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,6278,556,3152.0
0.005263157894736842,36433009.97883598,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,6279,561,3152.0
0.005263157894736842,36432449.97883598,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,6996,578,3152.0
0.005263157894736842,36432764.91534392,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7079,587,3152.0
0.005263157894736842,36437783.984126985,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7085,594,3152.0
0.005263157894736842,36420896.70899471,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7132,601,3152.0
0.005263157894736842,36404352.64021164,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7163,612,3152.0
0.005263157894736842,36426047.62433863,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7166,613,3152.0
0.005263157894736842,36426048.746031746,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7297,621,3152.0
0.005263157894736842,36426608.71957672,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7333,632,3152.0
0.005263157894736842,36426158.222222224,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7334,640,3152.0
0.005263157894736842,36432161.195767194,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7346,644,3152.0
0.005263157894736842,36099282.835978836,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7347,647,3152.0
0.005263157894736842,36098738.39153439,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7391,650,3152.0
0.005263157894736842,36098966.756613754,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7521,666,3152.0
0.005263157894736842,36098981.46560846,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7654,677,3152.0
0.005263157894736842,36093831.952380955,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7684,685,3152.0
0.005263157894736842,36068860.64550264,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7690,688,3152.0
0.005263157894736842,36068785.37037037,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,7736,691,3152.0
0.005263157894736842,36068501.39153439,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9037,699,3152.0
0.005263157894736842,36079027.37566137,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9140,704,3152.0
0.005263157894736842,36080505.00529101,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9142,712,3152.0
0.005263157894736842,36087158.481481485,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9148,735,3152.0
0.005263157894736842,36134609.862433866,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9149,737,3152.0
0.005263157894736842,36150035.76190476,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9157,752,3152.0
0.005263157894736842,36001644.11111111,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9624,757,3152.0
0.005263157894736842,35998043.132275134,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9666,760,3152.0
0.005263157894736842,35998043.40740741,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9725,769,3152.0
0.005263157894736842,35993556.56613757,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9737,770,3152.0
0.005263157894736842,35993244.41269841,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9914,806,3152.0
0.005263157894736842,38548376.29100529,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9915,810,3152.0
0.005263157894736842,38548141.88888889,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,9952,812,3152.0
0.005263157894736842,38547865.40740741,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10033,820,3152.0
0.005263157894736842,38159349.32804233,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10244,829,3152.0
0.005263157894736842,38851743.105820104,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10245,847,3152.0
0.005263157894736842,38851744.195767194,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10348,848,3152.0
0.005263157894736842,38853928.06878307,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10350,851,3152.0
0.005263157894736842,38853897.253968254,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10440,852,3152.0
0.005263157894736842,38853923.26455026,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10441,883,3152.0
0.005263157894736842,38853959.365079366,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10536,953,3152.0
0.005263157894736842,38853989.6984127,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,10555,962,3152.0
0.005263157894736842,38854176.88888889,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,11546,963,3152.0
0.005263157894736842,38854176.894179896,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,11547,964,3152.0
0.005263157894736842,38854087.46031746,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,11710,970,3152.0
0.005263157894736842,38860788.661375664,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,11716,978,3152.0
0.005263157894736842,38860726.26455026,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,11853,985,3152.0
0.005263157894736842,38862904.85714286,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,11854,991,3152.0
0.005263157894736842,38862906.61375661,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,12102,992,3152.0
0.005263157894736842,38863293.07936508,1960900731.0,hardest,inplace,20,lognormal,asymmetric,4.4,12107,994,3152.0
0.0,2752493.710526316,312501567.0,initial,inplace,20,lognormal,asymmetric,2.6,42,0,
0.0,2752493.710526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,0,0,
0.0,2752493.710526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,42,1,20629.0
0.0,2751958.389473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,84,13,20629.0
0.0,2752268.984210526,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,92,35,20539.0
0.0,2752454.1578947366,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,93,69,20539.0
0.0,2752464.4631578946,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,111,75,20539.0
0.0,2749615.2263157894,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,113,79,20539.0
0.0,2750928.484210526,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,114,80,20539.0
0.0,2750985.6052631577,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,118,81,20539.0
0.0,2751022.136842105,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,126,100,20539.0
0.0,2750953.042105263,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,158,105,20539.0
0.0,2750954.1210526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,160,109,20539.0
0.0,2750686.2157894736,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,177,112,22871.0
0.0,2750693.494736842,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,205,125,22677.0
0.0,2750696.863157895,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,218,129,22677.0
0.0,2750681.2578947367,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,221,136,22737.0
0.0,2751010.0789473685,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,222,141,22737.0
0.0,2751075.1315789474,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,223,144,22737.0
0.0,2751097.168421053,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,320,146,22702.0
0.0,2751155.1,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,322,153,22702.0
0.0,2751115.594736842,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,324,164,22702.0
0.0,2703359.3421052634,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,325,179,22702.0
0.0,2703362.0789473685,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,332,193,23017.0
0.0,2701900.084210526,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,339,195,23017.0
0.0,2701200.7421052633,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,348,202,23017.0
0.0,2701193.5,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,433,209,23222.0
0.0,2704208.047368421,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,637,211,23991.0
0.0,2704051.852631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,638,213,23991.0
0.0,2704060.6789473686,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,691,214,23991.0
0.0,2704017.952631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,756,220,23538.0
0.0,2702379.3789473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,758,221,23538.0
0.0,2702375.557894737,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,759,223,23538.0
0.0,2702288.8,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,761,227,23538.0
0.0,2700348.110526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,797,229,23538.0
0.0,2700162.847368421,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,821,236,23538.0
0.0,2700392.6842105263,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,827,250,23538.0
0.0,2674608.4,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,867,272,23538.0
0.0,2674604.8263157895,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,879,273,23538.0
0.0,2674599.294736842,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,891,286,23436.0
0.0,2674461.557894737,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,929,289,23436.0
0.0,2674460.9789473685,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,983,294,23546.0
0.0,2674485.6736842105,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1029,296,23546.0
0.0,2674622.7842105264,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1093,300,23546.0
0.0,2671117.2421052633,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1231,302,23546.0
0.0,2670198.094736842,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1232,308,23546.0
0.0,2670277.5368421054,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1481,327,23546.0
0.0,2670563.6052631577,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1482,331,23546.0
0.0,2666466.8210526314,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1558,337,23546.0
0.0,2666456.263157895,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1562,357,23546.0
0.0,2666694.5,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1564,361,23546.0
0.0,2666687.247368421,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1565,366,23546.0
0.0,2676914.3263157895,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1566,388,23546.0
0.0,2677282.1157894735,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1719,394,23546.0
0.0,2677317.510526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1722,405,23546.0
0.0,2677910.0263157897,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1765,409,23546.0
0.0,2678490.636842105,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1863,414,23366.0
0.0,2678408.952631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,1995,420,22804.0
0.0,2668726.505263158,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2110,435,22804.0
0.0,2669217.647368421,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2114,436,22804.0
0.0,2668248.0631578946,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2116,444,22804.0
0.0,2668074.363157895,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2130,446,22804.0
0.0,2668994.710526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2408,459,22804.0
0.0,2667811.6631578947,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2470,467,22804.0
0.0,2673634.994736842,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2471,470,22804.0
0.0,2673519.947368421,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2525,472,22804.0
0.0,2673730.9210526315,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2632,478,22804.0
0.0,2673699.8105263156,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2639,480,22804.0
0.0,2671699.1263157893,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2714,483,22804.0
0.0,2671625.289473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2716,498,22804.0
0.0,2671529.989473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2731,555,22804.0
0.0,2671335.431578947,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2736,583,22804.0
0.0,2671074.710526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2741,596,22804.0
0.0,2671379.5631578946,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2794,600,22804.0
0.0,2671393.136842105,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2822,644,22804.0
0.0,2671255.431578947,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2919,699,22804.0
0.0,2670693.236842105,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2920,706,22804.0
0.0,2670721.010526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,2944,722,22804.0
0.0,2670740.442105263,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3064,726,22804.0
0.0,2671092.652631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3068,731,22804.0
0.0,2671071.805263158,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3318,752,22804.0
0.0,2671138.3736842107,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3350,756,22804.0
0.0,2671177.6210526316,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3351,781,22804.0
0.0,2671261.142105263,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3408,792,22804.0
0.0,2671259.4210526315,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3532,801,22804.0
0.0,2671076.905263158,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3540,805,22804.0
0.0,2671098.652631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3551,806,22804.0
0.0,2671082.405263158,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3555,813,22804.0
0.0,2671099.694736842,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3824,817,22804.0
0.0,2671040.415789474,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3825,822,22804.0
0.0,2668414.789473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3991,823,22804.0
0.0,2668360.8736842107,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,3993,828,22804.0
0.0,2668349.952631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4007,855,22804.0
0.0,2668364.1315789474,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4011,857,22804.0
0.0,2668413.389473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4012,860,22804.0
0.0,2668469.389473684,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4479,868,22804.0
0.0,2667858.9210526315,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4527,881,22764.0
0.0,2667970.6736842105,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4545,907,22764.0
0.0,2668184.957894737,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4549,946,22764.0
0.0,2665648.3421052634,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4554,959,22764.0
0.0,2665566.957894737,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4560,963,22764.0
0.0,2665304.415789474,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4750,966,22764.0
0.0,2665264.9789473685,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4823,969,22764.0
0.0,2665268.352631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4835,980,22764.0
0.0,2665259.4736842103,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4846,994,22764.0
0.0,2668111.752631579,312501567.0,hardest,inplace,20,lognormal,asymmetric,2.6,4847,997,22764.0
0.0,2327427.9770114943,339076691.0,initial,inplace,30,lognormal,asymmetric,2.8,330,0,
