config,final_hardness,hardness_improvement,trajectory_length,plateau_ratio,improvement_rate,volatility
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.8}",17387,5,4,0.0,"{'slope': 0.005901016510720854, 'r_squared': 0.984626754931708}",0.9428090415820634
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.0}",298297,0,1,0.0,0,0.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.2}",1972029,39690,9,0.0,"{'slope': 1076.1097801364667, 'r_squared': 0.800900367867685}",7253.840823143281
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.4}",605405,420981,3,0.0,"{'slope': 62378.6395348837, 'r_squared': 0.9924847697991614}",188852.5
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.6}",1336544,1006197,7,0.0,"{'slope': 18951.929941482445, 'r_squared': 0.6925473652969825}",180781.0355713508
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 5.0}",696271,640890,6,0.0,"{'slope': 12036.866455148542, 'r_squared': 0.9532497448873816}",105540.29600678597
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.4}",2818,2501,11,0.0,"{'slope': 7.10080531461078, 'r_squared': 0.8149218752070567}",219.52332450106525
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.8}",13605,8332,9,0.0,"{'slope': 29.57201926691318, 'r_squared': 0.7284862874412257}",1030.7308086983721
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.0}",213101,198411,28,0.0,"{'slope': 1917.4809948103039, 'r_squared': 0.8193740404813497}",27523.549051586022
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.2}",11966643,8,2,0.0,"{'slope': 8.0, 'r_squared': 1.0}",0.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.4}",2324677,2274014,8,0.0,"{'slope': 35662.91493859926, 'r_squared': 0.6104313865863964}",634784.4502583824
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.6}",2631771,2,2,0.0,"{'slope': 2.0, 'r_squared': 1.0}",0.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.2}",450006,109018,10,0.0,"{'slope': 1444.8116875115518, 'r_squared': 0.6834164176861871}",23544.31464963437
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.6}",830606,0,1,0.0,0,0.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.2}",8153049,0,1,0.0,0,0.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.8}",242,77,3,0.0,"{'slope': 0.24523587972109978, 'r_squared': 0.9998078173244838}",16.5
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 5.0}",564,469,12,0.0,"{'slope': 1.1071225134866474, 'r_squared': 0.8093582361462575}",59.935226744867485
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 10.0}",2441260,2439898,28,0.0,"{'slope': 6808.749534710524, 'r_squared': 0.8674777511592485}",150157.37298710836
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 15.0}",851893,851570,17,0.0,"{'slope': 3084.9543653539263, 'r_squared': 0.7066068651887456}",115617.59066307504
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 20.0}",472057,469048,29,0.0,"{'slope': 1424.2596016958084, 'r_squared': 0.8886264684163864}",34706.03954630657
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 25.0}",1799790,1799549,78,0.0,"{'slope': 1944.9629962241868, 'r_squared': 0.5825757264333066}",77668.19888840432
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 30.0}",10244,9820,64,0.0,"{'slope': 8.047438849876047, 'r_squared': 0.8373757543440558}",341.4365307197695
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 35.0}",3883,3652,37,0.0,"{'slope': 4.5813660274291275, 'r_squared': 0.8900770217107592}",146.14384931073226
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 40.0}",6397,5372,11,0.0,"{'slope': 77.46828581054179, 'r_squared': 0.8528253390505282}",572.959998603742
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 45.0}",29188,27906,68,0.0,"{'slope': 58.7219774630569, 'r_squared': 0.9412195912775841}",1006.4091683422866
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 50.0}",37119,35957,127,0.0,"{'slope': 32.66143126853383, 'r_squared': 0.8579877143398956}",1055.1191818194216
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 55.0}",7550,6646,8,0.0,"{'slope': 84.28900294745401, 'r_squared': 0.683336298430942}",1545.6244098507666
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 60.0}",3979,2411,5,0.0,"{'slope': 97.02802690582959, 'r_squared': 0.9359661947765388}",425.34478661434184
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 65.0}",4734,4528,73,0.0,"{'slope': 4.534061618535889, 'r_squared': 0.9556591905219299}",132.14707248150484
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 70.0}",6093,5699,66,0.0,"{'slope': 5.066490518447403, 'r_squared': 0.9196875751330426}",199.60284472246826
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 75.0}",7686,7290,16,0.0,"{'slope': 53.463029379462654, 'r_squared': 0.94619852148203}",437.05819597242044
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 80.0}",9310,7726,35,0.0,"{'slope': 28.727713082852482, 'r_squared': 0.9569498165766542}",434.25934639428993
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 85.0}",1686,1446,23,0.0,"{'slope': 2.799336136085384, 'r_squared': 0.8453032700531352}",71.59112554079833
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 90.0}",57977,54026,34,0.0,"{'slope': 80.2063980092395, 'r_squared': 0.8943854143478325}",2886.9226682047915
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 95.0}",5655,4822,47,0.0,"{'slope': 3.96059275821204, 'r_squared': 0.9120668500346044}",199.8780393735603
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 100.0}",16468,15185,90,0.0,"{'slope': 12.866856799341535, 'r_squared': 0.828187630231298}",682.101964528682
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 5.0}",170,0,1,0.0,0,0.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 10.0}",3419521,3418254,7,0.0,"{'slope': 218891.33622685185, 'r_squared': 0.7935052306310799}",1024241.1630810718
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 15.0}",1396142,1393556,13,0.0,"{'slope': 20917.3684629202, 'r_squared': 0.6544987969108151}",250775.13076836168
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 20.0}",1719870,1712559,11,0.0,"{'slope': 39210.797513118865, 'r_squared': 0.8269311115062722}",291141.0651311319
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 25.0}",799394,703589,23,0.0,"{'slope': 1703.2860547250941, 'r_squared': 0.8693096215572693}",57258.092486712674
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 30.0}",382537,382392,66,0.0,"{'slope': 1487.8170208692802, 'r_squared': 0.9237396520992385}",12549.360998051186
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 35.0}",473592,471368,70,0.0,"{'slope': 786.4671353923056, 'r_squared': 0.4880145294904692}",35659.52772225231
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 40.0}",347955,323298,18,0.0,"{'slope': 2221.7043293052357, 'r_squared': 0.9404287749237943}",32899.000440953234
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 45.0}",131447,125490,71,0.0,"{'slope': 289.3442107847034, 'r_squared': 0.927913258159431}",4151.131522653473
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 50.0}",384187,1916,3,0.0,"{'slope': 59.92419825072887, 'r_squared': 0.364001471408305}",794.0
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 55.0}",288392,277712,29,0.0,"{'slope': 1654.603861117122, 'r_squared': 0.8595903928558064}",14277.660584826572
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 60.0}",131983,123961,80,0.0,"{'slope': 117.9801282447122, 'r_squared': 0.7560845456180705}",5277.4136510924
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 65.0}",2169021,2111071,46,0.0,"{'slope': 3602.333172448772, 'r_squared': 0.3946717249328677}",213993.35554106685
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 70.0}",344486,241004,29,0.0,"{'slope': 1587.6088740872124, 'r_squared': 0.911432457441195}",21795.129159085627
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 75.0}",287805,264360,25,0.0,"{'slope': 714.2815816702436, 'r_squared': 0.9534823732753098}",17031.20415100862
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 80.0}",418401,404149,36,0.0,"{'slope': 1652.5262642784355, 'r_squared': 0.8720419197610381}",30620.57318188115
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 85.0}",937770,929686,42,0.0,"{'slope': 3756.4997286162206, 'r_squared': 0.8466919070683581}",54766.47564154838
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 90.0}",218779,186226,36,0.0,"{'slope': 496.80403191661844, 'r_squared': 0.9350282934635329}",9974.257206408496
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 95.0}",180305,158684,25,0.0,"{'slope': 389.5062457389469, 'r_squared': 0.9159736764530321}",10160.57640534674
"{'mutation_type': 'inplace', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 100.0}",617207,527370,18,0.0,"{'slope': 3413.746984348879, 'r_squared': 0.5809852942253473}",72905.08446444709
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.2}",1259,1095,9,0.0,"{'slope': 1.8293650824365713, 'r_squared': 0.7741053433696745}",124.44721521593
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.4}",1278,1260,11,0.0,"{'slope': 1.0448734910696265, 'r_squared': 0.5245498788445132}",121.39522231125902
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.6}",1189,932,4,0.0,"{'slope': 2.7268793942671716, 'r_squared': 0.6574513421391588}",113.71699765450879
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.8}",1158,1009,4,0.0,"{'slope': 4.658597543558983, 'r_squared': 0.9609661608132818}",213.53584138395962
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.0}",939,915,7,0.0,"{'slope': 2.850810691716824, 'r_squared': 0.8105027237154028}",62.51333191141444
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.2}",720,670,7,0.0,"{'slope': 0.6917368024132731, 'r_squared': 0.5861588190453041}",88.4621701946971
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.4}",960,836,7,0.0,"{'slope': 0.7231007011017505, 'r_squared': 0.9086976714622345}",58.85764370260011
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.6}",782,584,9,0.0,"{'slope': 4.516390647471349, 'r_squared': 0.9262194820520144}",53.57704732439069
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.8}",767,379,5,0.0,"{'slope': 0.34510705007379605, 'r_squared': 0.7565167426504883}",40.40652793794587
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.0}",718,557,8,0.0,"{'slope': 0.5407186449450617, 'r_squared': 0.7070958390873936}",42.29102283280576
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.2}",1353,1333,7,0.0,"{'slope': 2.3141130259376856, 'r_squared': 0.9049468968032683}",328.3744898063118
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.4}",501,451,6,0.0,"{'slope': 0.602312640636493, 'r_squared': 0.7127613042444124}",47.562169841166835
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.6}",669,471,3,0.0,"{'slope': 17.011709601873537, 'r_squared': 0.6474098408261482}",156.5
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.8}",509,467,8,0.0,"{'slope': 1.0036200096752241, 'r_squared': 0.7644346153764929}",51.21861906353499
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.0}",524,506,7,0.0,"{'slope': 0.6977696308200527, 'r_squared': 0.44310909108645424}",86.92461612735998
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.2}",432,383,9,0.0,"{'slope': 0.4033770976341458, 'r_squared': 0.5648771102388054}",48.4418143239908
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.4}",516,477,7,0.0,"{'slope': 0.6981972688408584, 'r_squared': 0.7370689003395976}",75.84358905009704
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.6}",311,258,6,0.0,"{'slope': 0.7658103410819032, 'r_squared': 0.8087785476959732}",41.18543431845779
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.8}",351,319,6,0.0,"{'slope': 0.21128328593480117, 'r_squared': 0.49174531225696716}",20.960916010518243
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.0}",375,350,10,0.0,"{'slope': 0.36641499101694214, 'r_squared': 0.783955490356145}",37.9779013066062
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.2}",318,290,5,0.0,"{'slope': 14.291338582677165, 'r_squared': 0.9736194345519433}",78.32783668658288
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.4}",397,354,7,0.0,"{'slope': 0.3058927625790402, 'r_squared': 0.570922843546454}",46.93612681080534
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.6}",384,324,9,0.0,"{'slope': 0.616409204764304, 'r_squared': 0.8420625225954688}",45.43952024394624
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.8}",459,357,5,0.0,"{'slope': 0.9970417321422922, 'r_squared': 0.8568867678543846}",68.87806254534168
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 5.0}",283,236,7,0.0,"{'slope': 0.2683803698988294, 'r_squared': 0.5906208164060999}",27.384099198054493
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.2}",23236,22424,8,0.0,"{'slope': 64.30532517785447, 'r_squared': 0.9219344456691688}",3336.651480457738
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.4}",18550,18297,11,0.0,"{'slope': 19.095108394621132, 'r_squared': 0.8661134125117007}",1641.328123807059
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.6}",18233,17351,7,0.0,"{'slope': 201.20528631184192, 'r_squared': 0.7363132394724136}",4057.0786458841153
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.8}",13511,12973,8,0.0,"{'slope': 10.845394777333816, 'r_squared': 0.7040093305349742}",1790.7019145962777
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.0}",7191,5981,7,0.0,"{'slope': 7.469346020572484, 'r_squared': 0.6150134865861132}",600.7113607123548
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.2}",19386,18501,5,0.0,"{'slope': 362.63639687957095, 'r_squared': 0.8780551322966897}",6888.985134800336
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.4}",11175,10524,8,0.0,"{'slope': 14.403283924779794, 'r_squared': 0.7899899790514177}",982.8983172438624
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.6}",11517,10970,2,0.0,"{'slope': 1828.3333333333333, 'r_squared': 1.0}",0.0
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.8}",23374,23235,10,0.0,"{'slope': 204.78894422801912, 'r_squared': 0.7620269431504081}",6178.116865194442
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.0}",5741,5306,5,0.0,"{'slope': 36.54739250074594, 'r_squared': 0.8848579138587648}",575.8430775827734
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.2}",10757,10657,5,0.0,"{'slope': 91.98494094920315, 'r_squared': 0.9651309849179435}",3176.6376386833927
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.4}",5161,4936,6,0.0,"{'slope': 22.598809651474536, 'r_squared': 0.7689408601077973}",962.7318214331549
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.6}",3993,2395,3,0.0,"{'slope': 51.36247777119145, 'r_squared': 0.9966057836643496}",404.5
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.8}",12391,12142,9,0.0,"{'slope': 13.465939401361435, 'r_squared': 0.9682942155311638}",2429.149786962508
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.0}",4745,4361,9,0.0,"{'slope': 5.754849448386582, 'r_squared': 0.9558850673317152}",508.4334856940483
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.2}",3929,3350,8,0.0,"{'slope': 3.8601826657385727, 'r_squared': 0.7227458383526112}",474.9721366693471
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.4}",2844,2775,5,0.0,"{'slope': 5.736817898091265, 'r_squared': 0.5394198989838033}",384.80084134523406
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.6}",3765,3498,5,0.0,"{'slope': 33.37685255393948, 'r_squared': 0.8964902842758274}",784.1500175349103
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.8}",3515,3475,8,0.0,"{'slope': 6.886241030354219, 'r_squared': 0.8827962308342108}",255.373595873551
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.0}",5327,5080,5,0.0,"{'slope': 10.307177122668268, 'r_squared': 0.7608613502055047}",1182.1023644338081
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.2}",1540,1359,9,0.0,"{'slope': 1.6152274397984225, 'r_squared': 0.801802691116514}",123.76735989347111
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.4}",2220,1960,7,0.0,"{'slope': 5.945842866355131, 'r_squared': 0.8308574878087204}",180.7831727665923
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.6}",1369,1287,5,0.0,"{'slope': 4.719442849722519, 'r_squared': 0.749935997466911}",188.3432703868126
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.8}",3448,3310,6,0.0,"{'slope': 6.984019249224606, 'r_squared': 0.9140754437843147}",474.46812327067875
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 5.0}",2196,1953,6,0.0,"{'slope': 6.00593171967431, 'r_squared': 0.7614736314291927}",324.89112022337576
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 5.0}",433,387,5,0.0,"{'slope': 1.1532206969376981, 'r_squared': 0.6800561874087866}",69.07016360194899
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 10.0}",868,746,7,0.0,"{'slope': 1.9483568413145271, 'r_squared': 0.8096583487225526}",65.49469868283659
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 15.0}",942,893,9,0.0,"{'slope': 5.638393685089021, 'r_squared': 0.8704185143915228}",85.24954178762488
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 20.0}",886,733,7,0.0,"{'slope': 0.848431893409999, 'r_squared': 0.6620323046701703}",86.97589065686854
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 25.0}",1685,1583,7,0.0,"{'slope': 1.5020554725148785, 'r_squared': 0.522129412539717}",388.3093340223602
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 30.0}",701,632,11,0.0,"{'slope': 0.8800816640454521, 'r_squared': 0.6926398449447183}",45.59561382413883
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 35.0}",706,541,9,0.0,"{'slope': 0.6248878575293338, 'r_squared': 0.7731616895566782}",59.15010038030367
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 40.0}",1133,996,5,0.0,"{'slope': 80.94664031620553, 'r_squared': 0.9590428009923567}",326.2476053551964
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 45.0}",932,824,6,0.0,"{'slope': 0.6377714220729077, 'r_squared': 0.6778243594513775}",120.10728537436853
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 50.0}",584,534,8,0.0,"{'slope': 0.43109875095097183, 'r_squared': 0.5159296354931204}",65.48656194913859
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 55.0}",714,688,6,0.0,"{'slope': 0.7092384655734508, 'r_squared': 0.717916097563289}",114.34264296403158
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 60.0}",835,702,7,0.0,"{'slope': 3.401211976781793, 'r_squared': 0.5787194982379079}",201.16245507880774
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 65.0}",864,561,5,0.0,"{'slope': 2.504153823330641, 'r_squared': 0.8338607683532085}",124.49372474145032
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 70.0}",1216,1180,9,0.0,"{'slope': 1.1654092184912745, 'r_squared': 0.8566562879241487}",147.64907720673366
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 75.0}",872,703,6,0.0,"{'slope': 2.4106572931941685, 'r_squared': 0.8258679050349368}",48.40909005548441
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 80.0}",654,612,10,0.0,"{'slope': 0.6001982700366634, 'r_squared': 0.5205042808857878}",37.142368739157654
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 85.0}",1078,878,8,0.0,"{'slope': 1.2514280757359186, 'r_squared': 0.9554302999384773}",109.25050786787105
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 90.0}",1036,898,9,0.0,"{'slope': 0.9202015141862384, 'r_squared': 0.8848132566218705}",107.28670700510851
