config,final_hardness,hardness_improvement,trajectory_length,plateau_ratio,improvement_rate,volatility
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.2}",4816,4633,69,0.0,"{'slope': 4.76665049588474, 'r_squared': 0.9103040522502884}",130.9965092049228
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.4}",106525,106414,135,0.0,"{'slope': 114.34401926505134, 'r_squared': 0.8999873193772856}",2160.9404627264557
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.6}",9784,9756,88,0.0,"{'slope': 10.775149636225912, 'r_squared': 0.959584452595647}",231.73712675693224
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.8}",8651,7186,89,0.0,"{'slope': 8.755588033840821, 'r_squared': 0.9198125518234276}",193.4646365596916
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.0}",13835,13492,70,0.0,"{'slope': 12.973745540862767, 'r_squared': 0.8110028741433354}",504.7172139709076
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.2}",13828,13494,92,0.0,"{'slope': 15.455566992828805, 'r_squared': 0.9579736078068679}",348.09005673548927
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.4}",291458,291176,118,0.0,"{'slope': 301.39525674974163, 'r_squared': 0.7677220098130507}",10381.027878927482
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.6}",5656,5625,86,0.0,"{'slope': 5.076294471286811, 'r_squared': 0.9799653468209241}",133.11862701414663
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.8}",19734,19694,102,0.0,"{'slope': 16.541895038521865, 'r_squared': 0.9184820755986325}",455.22818769521234
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 5.0}",15243,15111,67,0.0,"{'slope': 24.293995374249448, 'r_squared': 0.9582055930012997}",365.51435041339585
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 5.0}",3471,3364,39,0.0,"{'slope': 2.5998587180260997, 'r_squared': 0.5735600869619996}",314.37253603446715
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 10.0}",3052,3027,69,0.0,"{'slope': 3.986247165900038, 'r_squared': 0.9063094375948394}",94.87073134581586
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 15.0}",1603,1371,22,0.0,"{'slope': 1.1532141632910167, 'r_squared': 0.789592517287152}",108.58007484368957
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 20.0}",2786,2694,56,0.0,"{'slope': 3.3766729399483255, 'r_squared': 0.8981947904326152}",92.14306877875808
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 25.0}",1602,1493,49,0.0,"{'slope': 1.064447264520442, 'r_squared': 0.8009297365203208}",41.03364452055031
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 30.0}",3938,3847,67,0.0,"{'slope': 5.427051760635783, 'r_squared': 0.9208054208229929}",119.82547474777958
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 35.0}",686,613,34,0.0,"{'slope': 3.4397538866030346, 'r_squared': 0.9119395270661226}",22.74233844087745
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 40.0}",3262,3210,77,0.0,"{'slope': 4.918091500067488, 'r_squared': 0.899702372671635}",73.8412002420437
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 45.0}",1483,1384,46,0.0,"{'slope': 2.1170319967820013, 'r_squared': 0.7940646632876579}",49.588598848953865
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 50.0}",2527,2322,86,0.0,"{'slope': 2.1628702252867056, 'r_squared': 0.9783254452277396}",46.31838963082675
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 55.0}",1483,1459,77,0.0,"{'slope': 1.44387711593696, 'r_squared': 0.9390369775521629}",27.763578819458164
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 60.0}",1469,1428,68,0.0,"{'slope': 1.4430407571062154, 'r_squared': 0.9542711565709012}",31.44253652523937
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 65.0}",2653,2601,86,0.0,"{'slope': 2.3725969483549743, 'r_squared': 0.8640361218222484}",83.80947580849147
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 70.0}",3389,3041,94,0.0,"{'slope': 3.464096813844382, 'r_squared': 0.9787982217059608}",54.87204763581384
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 75.0}",3589,3540,84,0.0,"{'slope': 3.742682068644892, 'r_squared': 0.9232237607715739}",70.16751620915765
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 80.0}",7605,7238,124,0.0,"{'slope': 7.467183544502089, 'r_squared': 0.9584037894909495}",101.57980022297059
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 85.0}",1815,1660,60,0.0,"{'slope': 4.048245017497453, 'r_squared': 0.9553713940018224}",36.392147424130044
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 90.0}",3022,2960,79,0.0,"{'slope': 2.582768139244383, 'r_squared': 0.9531553194104859}",72.40287879173522
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 95.0}",1201,914,50,0.0,"{'slope': 1.2863978725260117, 'r_squared': 0.9072789365181807}",21.246417244583746
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 100.0}",5153,5135,96,0.0,"{'slope': 3.819028104012361, 'r_squared': 0.9342814506411498}",104.43163146752774
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 5.0}",1049,892,16,0.0,"{'slope': 0.8016372356182918, 'r_squared': 0.8227143501906423}",59.963173883828254
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 10.0}",21476,21304,58,0.0,"{'slope': 29.444656824428726, 'r_squared': 0.8817443407921014}",815.8259893732877
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 15.0}",130262,130080,66,0.0,"{'slope': 106.64737593173872, 'r_squared': 0.6776435710926574}",5689.311735497417
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 20.0}",194320,193410,81,0.0,"{'slope': 368.5602011987326, 'r_squared': 0.8932101954724715}",5950.621044006668
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 25.0}",9225,9120,36,0.0,"{'slope': 7.267066002176036, 'r_squared': 0.6559026449705244}",594.6192676573706
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 30.0}",9979,9363,42,0.0,"{'slope': 9.388833167348947, 'r_squared': 0.9542858796761992}",472.6095049825819
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 35.0}",11153,10823,39,0.0,"{'slope': 12.421870184433846, 'r_squared': 0.842174785691012}",471.81870153599635
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 40.0}",13838,13656,67,0.0,"{'slope': 9.122389003473556, 'r_squared': 0.9078721428790155}",596.2029278102185
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 45.0}",51255,51022,72,0.0,"{'slope': 48.405692218050696, 'r_squared': 0.8637188368988234}",1500.016942309927
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 50.0}",88313,87957,82,0.0,"{'slope': 78.67315515766693, 'r_squared': 0.7977731445289828}",2287.927397838004
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 55.0}",56761,56558,88,0.0,"{'slope': 39.39616761838662, 'r_squared': 0.7706944012345069}",1323.5566732885022
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 60.0}",32059,32015,68,0.0,"{'slope': 31.20997112058877, 'r_squared': 0.890997924455209}",887.4649221071189
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 65.0}",12039,11849,35,0.0,"{'slope': 12.87942471802012, 'r_squared': 0.7743421807743947}",716.0163590802854
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 70.0}",101518,100800,83,0.0,"{'slope': 119.72466003126512, 'r_squared': 0.8447136733482107}",2462.015439752564
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 75.0}",183664,182469,134,0.0,"{'slope': 163.72384461352902, 'r_squared': 0.8767601421472523}",3008.565487148817
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 80.0}",22199,20438,41,0.0,"{'slope': 51.62874526705423, 'r_squared': 0.950177318272865}",751.8552703147062
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 85.0}",29310,28581,88,0.0,"{'slope': 33.44411852153901, 'r_squared': 0.9059305374631165}",515.7818718779357
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 90.0}",5401,5095,50,0.0,"{'slope': 4.958785280121081, 'r_squared': 0.9662621796418464}",196.04315328736635
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 95.0}",9472,8618,106,0.0,"{'slope': 9.014240989357678, 'r_squared': 0.9686498559785832}",173.98941923155883
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 100.0}",51049,48384,72,0.0,"{'slope': 32.43333746572024, 'r_squared': 0.7498235461720297}",1528.2985645093347
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.2}",2502620,0,1,0.0,0,0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.4}",765523,765408,23,0.0,"{'slope': 1321.8029527937942, 'r_squared': 0.5462150248642437}",105120.78559196119
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.6}",1040784,1040678,55,0.0,"{'slope': 1931.3427590426913, 'r_squared': 0.6154539482594703}",63997.634679981515
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.8}",53512,53210,54,0.0,"{'slope': 111.5271814753436, 'r_squared': 0.9233501353944622}",1501.6473716437843
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.0}",78604,78139,18,0.0,"{'slope': 939.8534137711005, 'r_squared': 0.9433828903413285}",5912.384042477615
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.2}",6081,2958,3,0.0,"{'slope': 622.5263157894736, 'r_squared': 0.8438119273437783}",1471.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.4}",5243514,5236373,7,0.0,"{'slope': 244798.2289719626, 'r_squared': 0.5460944523944274}",1948409.6525385703
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.6}",30074,22057,5,0.0,"{'slope': 706.2996894409938, 'r_squared': 0.9393934447454311}",2109.026123000851
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.8}",47160,31607,6,0.0,"{'slope': 1434.9435840707965, 'r_squared': 0.8327181308934157}",3716.662944093801
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.0}",45533,43813,28,0.0,"{'slope': 137.34804043438936, 'r_squared': 0.9752918233689641}",1911.6420867317347
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.2}",2550,1583,8,0.0,"{'slope': 27.853335436051097, 'r_squared': 0.8815870641157629}",142.7359485918252
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.4}",5304050,5267820,10,0.0,"{'slope': 48694.781686437214, 'r_squared': 0.9490432498521729}",324973.78488630947
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.6}",178318,121878,5,0.0,"{'slope': 5303.417861799217, 'r_squared': 0.8968037295319845}",34666.91456201431
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.8}",488214,309709,9,0.0,"{'slope': 3110.93894079415, 'r_squared': 0.8983885886496937}",23276.571273157373
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.0}",38419,22476,6,0.0,"{'slope': 665.651845637584, 'r_squared': 0.5001888599098245}",2959.3758395986138
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.2}",89008,8471,2,0.0,"{'slope': 445.8421052631579, 'r_squared': 1.0}",0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.4}",88793,4229,2,0.0,"{'slope': 4229.0, 'r_squared': 1.0}",0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.6}",277696,275777,10,0.0,"{'slope': 13752.256588072121, 'r_squared': 0.5305459964999909}",68073.55285840039
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.8}",13524,12283,12,0.0,"{'slope': 118.92908392056374, 'r_squared': 0.7459030707265837}",1820.9001406760476
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.0}",521680,513530,15,0.0,"{'slope': 3489.328713881766, 'r_squared': 0.8957123440951912}",54437.63713307782
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.2}",682768,549962,5,0.0,"{'slope': 1987.598239466712, 'r_squared': 0.566876900868111}",77470.57613539479
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.4}",68596,37934,2,0.0,"{'slope': 37934.0, 'r_squared': 1.0}",0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.6}",2646297,2623350,12,0.0,"{'slope': 4938.850521250354, 'r_squared': 0.43115279107895155}",423029.89501372393
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.4}",5391417,5390672,12,0.0,"{'slope': 34386.321703134236, 'r_squared': 0.5517673707406601}",841668.5481947537
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.6}",1063224,1062422,17,0.0,"{'slope': 18209.696718683197, 'r_squared': 0.840273369505955}",106057.94032913979
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.8}",131683,108088,6,0.0,"{'slope': 12715.18487394958, 'r_squared': 0.7691997962857839}",22835.9288455714
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.0}",629153,622998,23,0.0,"{'slope': 3170.578970120349, 'r_squared': 0.9026108878429846}",57918.57530181259
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.2}",471169,346757,3,0.0,"{'slope': 52872.53571428571, 'r_squared': 0.8104893771128552}",79975.5
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.4}",4876539,3587860,4,0.0,"{'slope': 654392.7, 'r_squared': 0.9293993974179312}",829670.832370418
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.8}",2548999,921463,2,0.0,"{'slope': 307154.3333333333, 'r_squared': 1.0}",0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.8}",5204835,4417856,4,0.0,"{'slope': 741926.2857142857, 'r_squared': 0.8257868961719076}",1874881.951568566
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.8}",289577,4208,2,0.0,"{'slope': 4208.0, 'r_squared': 1.0}",0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.6}",3822861,810716,2,0.0,"{'slope': 405358.0, 'r_squared': 1.0}",0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 4.8}",2664870,0,1,0.0,0,0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 5.0}",95,0,1,0.0,0,0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 10.0}",418434,418296,12,0.0,"{'slope': 747.8742934083031, 'r_squared': 0.9747884885923599}",75670.21119479225
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 15.0}",89606,89513,8,0.0,"{'slope': 194.22508646400718, 'r_squared': 0.5399340698468837}",19635.6868616968
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 20.0}",575990,575646,48,0.0,"{'slope': 1490.8979715502571, 'r_squared': 0.7091366238475272}",33673.37855954322
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 25.0}",657013,656893,73,0.0,"{'slope': 846.3237596146713, 'r_squared': 0.5557916327309426}",21488.56032610598
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 30.0}",859716,859646,88,0.0,"{'slope': 598.6940576298864, 'r_squared': 0.5987869968490315}",33550.32269214402
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 40.0}",55624,55191,41,0.0,"{'slope': 133.79280889604505, 'r_squared': 0.44734007902391154}",3817.4447310177266
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 45.0}",16312,15648,24,0.0,"{'slope': 75.40303978517576, 'r_squared': 0.7101078950713094}",900.920959168554
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 50.0}",285311,285128,152,0.0,"{'slope': 230.54342431464138, 'r_squared': 0.7850593128354415}",5505.708159757804
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 55.0}",33384,33071,87,0.0,"{'slope': 37.43989858346177, 'r_squared': 0.7174007770811587}",986.7531518674716
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 60.0}",160013,158093,52,0.0,"{'slope': 473.05953344603245, 'r_squared': 0.9303774821843654}",6515.102184260594
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 65.0}",54571,53299,45,0.0,"{'slope': 187.87059144419473, 'r_squared': 0.7857285007846024}",2624.2423057399897
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 70.0}",52974,49864,35,0.0,"{'slope': 263.3117154348315, 'r_squared': 0.8205765775497733}",3429.503060534358
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 75.0}",41476,40760,64,0.0,"{'slope': 121.27802256480763, 'r_squared': 0.9629239651555692}",1204.960323288874
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 80.0}",22710,21262,28,0.0,"{'slope': 142.19472894911155, 'r_squared': 0.9032410043425353}",1238.1235614270363
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 85.0}",58310,56315,73,0.0,"{'slope': 141.22308807147746, 'r_squared': 0.9877016948940207}",1347.2398085192372
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 90.0}",7076,6127,35,0.0,"{'slope': 32.116262974662106, 'r_squared': 0.9644225976041493}",318.82936422922165
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 95.0}",20485,20062,53,0.0,"{'slope': 61.61197263053927, 'r_squared': 0.9676167492293071}",659.156805158668
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 100.0}",48552,48101,46,0.0,"{'slope': 63.057877433588665, 'r_squared': 0.8425003516787604}",2036.4412076214637
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 5.0}",170,0,1,0.0,0,0.0
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 10.0}",64256,62180,7,0.0,"{'slope': 336.2909783699918, 'r_squared': 0.8166823446585055}",11339.437591383838
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 15.0}",37351,35043,10,0.0,"{'slope': 76.87229885959904, 'r_squared': 0.8245215836624918}",5691.763405717657
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 20.0}",1586231,1250961,6,0.0,"{'slope': 81796.81195079087, 'r_squared': 0.6020606185845678}",341128.3322870735
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 25.0}",6022,4372,26,0.0,"{'slope': 3.038992534312504, 'r_squared': 0.7960194981249188}",415.19203460567496
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 30.0}",3247594,3224437,27,0.0,"{'slope': 28581.657537688443, 'r_squared': 0.73364536353667}",285826.800361421
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 35.0}",1078276,1067685,28,0.0,"{'slope': 5926.560459774829, 'r_squared': 0.5136563434743938}",123072.47000411416
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 40.0}",450336,433229,36,0.0,"{'slope': 4066.3380312446593, 'r_squared': 0.9020452850553656}",33926.338146457165
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 45.0}",2475177,2468836,47,0.0,"{'slope': 7856.603110435101, 'r_squared': 0.6048190095684793}",213181.76200371704
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 50.0}",339489,318771,56,0.0,"{'slope': 1323.481602468032, 'r_squared': 0.9365743520156169}",15460.397743635347
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 55.0}",522739,455884,22,0.0,"{'slope': 6426.91382746207, 'r_squared': 0.8773681173532769}",43373.769047887705
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 60.0}",337820,322517,34,0.0,"{'slope': 1699.8385814273354, 'r_squared': 0.9340829649936294}",15327.531654114995
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 65.0}",899872,882351,40,0.0,"{'slope': 4495.763905193758, 'r_squared': 0.9050391867151885}",41945.10499518625
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 70.0}",253077,183960,43,0.0,"{'slope': 792.7817598394275, 'r_squared': 0.9165874846956501}",8139.473611153651
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 75.0}",314179,260234,35,0.0,"{'slope': 1636.9330039270958, 'r_squared': 0.9313262766847371}",15546.447823786508
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 80.0}",863673,844524,56,0.0,"{'slope': 2260.3496773693782, 'r_squared': 0.7784070927396752}",63685.083128980245
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 85.0}",49162,42685,11,0.0,"{'slope': 669.7758865584017, 'r_squared': 0.8524989766227548}",4382.526080926387
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 90.0}",632960,577225,60,0.0,"{'slope': 1661.8990344847177, 'r_squared': 0.6587898920014668}",30550.417220572428
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 95.0}",744955,620705,18,0.0,"{'slope': 5461.879478443193, 'r_squared': 0.8373745353702174}",42186.126387531425
"{'mutation_type': 'swap', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 100.0}",422287,414403,68,0.0,"{'slope': 1323.87189557788, 'r_squared': 0.8098620705879516}",14674.37361018911
