violation_count,total_violation_magnitude,average_violation_magnitude,violation_ratio,generation,iterations,log_iterations,distribution,generation_type,mutation_type,city_size,range
2072,912873162.0,440575.8503861004,0.30292397660818715,96,608.0,6.410174881966167,lognormal,symmetric,random_sampling,20,2.0
2066,640037298.0,309795.40077444335,0.302046783625731,97,447.0,6.102558594613569,lognormal,symmetric,random_sampling,20,2.0
2062,874730868.0,424214.7759456838,0.30146198830409354,98,612.0,6.416732282512326,lognormal,symmetric,random_sampling,20,2.0
2052,762604440.0,371639.59064327483,0.3,99,1208.0,7.0967213784947605,lognormal,symmetric,random_sampling,20,2.0
1466,42324842.0,28870.969986357435,0.21432748538011695,0,715.0,6.5722825426940075,lognormal,symmetric,random_sampling,20,0.8
1226,28204828.0,23005.56933115824,0.17923976608187134,1,680.0,6.522092798170152,lognormal,symmetric,random_sampling,20,0.8
1508,47592774.0,31560.1949602122,0.22046783625730995,2,959.0,6.8658910748834385,lognormal,symmetric,random_sampling,20,0.8
1308,34966882.0,26733.090214067277,0.1912280701754386,3,951.0,6.85751406254539,lognormal,symmetric,random_sampling,20,0.8
1250,25824380.0,20659.504,0.1827485380116959,4,641.0,6.46302945692067,lognormal,symmetric,random_sampling,20,0.8
1496,49261954.0,32929.11363636364,0.21871345029239767,5,551.0,6.311734809152915,lognormal,symmetric,random_sampling,20,0.8
1478,39487138.0,26716.602165087956,0.21608187134502924,6,1634.0,7.3987862754199485,lognormal,symmetric,random_sampling,20,0.8
1274,47506818.0,37289.49607535322,0.18625730994152045,7,2535.0,7.837948916025283,lognormal,symmetric,random_sampling,20,0.8
1434,36642806.0,25552.86331938633,0.20964912280701756,8,221.0,5.3981627015177525,lognormal,symmetric,random_sampling,20,0.8
1144,20046158.0,17522.865384615383,0.1672514619883041,9,334.0,5.811140992976701,lognormal,symmetric,random_sampling,20,0.8
1370,36097000.0,26348.17518248175,0.20029239766081872,10,162.0,5.087596335232384,lognormal,symmetric,random_sampling,20,0.8
1430,36139778.0,25272.572027972026,0.20906432748538012,11,877.0,6.776506992372183,lognormal,symmetric,random_sampling,20,0.8
1364,41131450.0,30155.0219941349,0.19941520467836257,12,620.0,6.429719478039138,lognormal,symmetric,random_sampling,20,0.8
1182,26350940.0,22293.51945854484,0.17280701754385966,13,1170.0,7.064759027791802,lognormal,symmetric,random_sampling,20,0.8
1450,45205240.0,31176.027586206896,0.21198830409356725,14,380.0,5.940171252720432,lognormal,symmetric,random_sampling,20,0.8
1434,38240800.0,26667.224546722453,0.20964912280701756,15,758.0,6.630683385642372,lognormal,symmetric,random_sampling,20,0.8
1378,38124472.0,27666.525399129172,0.20146198830409356,16,714.0,6.570882962339584,lognormal,symmetric,random_sampling,20,0.8
1356,35483948.0,26168.10324483776,0.19824561403508772,17,476.0,6.16541785423142,lognormal,symmetric,random_sampling,20,0.8
1420,35927958.0,25301.378873239435,0.20760233918128654,18,548.0,6.306275286948016,lognormal,symmetric,random_sampling,20,0.8
1302,42076192.0,32316.58371735791,0.19035087719298247,19,572.0,6.349138991379798,lognormal,symmetric,random_sampling,20,0.8
1386,30370880.0,21912.611832611834,0.2026315789473684,20,180.0,5.19295685089021,lognormal,symmetric,random_sampling,20,0.8
1444,36387912.0,25199.385041551246,0.2111111111111111,21,494.0,6.202535517187923,lognormal,symmetric,random_sampling,20,0.8
1356,33774614.0,24907.53244837758,0.19824561403508772,22,593.0,6.385194398997726,lognormal,symmetric,random_sampling,20,0.8
1438,32079636.0,22308.509040333796,0.21023391812865497,23,757.0,6.6293632534374485,lognormal,symmetric,random_sampling,20,0.8
1442,48493674.0,33629.45492371706,0.2108187134502924,24,5572.0,8.625509334899697,lognormal,symmetric,random_sampling,20,0.8
1326,29346146.0,22131.33182503771,0.193859649122807,25,353.0,5.8664680569332965,lognormal,symmetric,random_sampling,20,0.8
1412,35628854.0,25232.899433427763,0.2064327485380117,26,165.0,5.10594547390058,lognormal,symmetric,random_sampling,20,0.8
1370,46450356.0,33905.36934306569,0.20029239766081872,27,749.0,6.618738983517219,lognormal,symmetric,random_sampling,20,0.8
1426,41044180.0,28782.73492286115,0.20847953216374268,28,588.0,6.376726947898627,lognormal,symmetric,random_sampling,20,0.8
1426,39990890.0,28044.102384291724,0.20847953216374268,29,464.0,6.139884552226255,lognormal,symmetric,random_sampling,20,0.8
1296,32638324.0,25183.89197530864,0.18947368421052632,30,442.0,6.091309882077698,lognormal,symmetric,random_sampling,20,0.8
1352,31330986.0,23173.806213017753,0.1976608187134503,31,721.0,6.580639137284949,lognormal,symmetric,random_sampling,20,0.8
1308,42059440.0,32155.535168195718,0.1912280701754386,32,874.0,6.773080375655535,lognormal,symmetric,random_sampling,20,0.8
1272,24354082.0,19146.290880503144,0.18596491228070175,33,204.0,5.318119993844216,lognormal,symmetric,random_sampling,20,0.8
1398,34202838.0,24465.549356223175,0.2043859649122807,34,477.0,6.1675164908883415,lognormal,symmetric,random_sampling,20,0.8
1388,36458856.0,26267.187319884728,0.20292397660818715,35,341.0,5.831882477283517,lognormal,symmetric,random_sampling,20,0.8
1332,46187476.0,34675.282282282285,0.19473684210526315,36,339.0,5.82600010738045,lognormal,symmetric,random_sampling,20,0.8
1234,31500220.0,25526.920583468396,0.18040935672514619,37,274.0,5.6131281063880705,lognormal,symmetric,random_sampling,20,0.8
1420,32857092.0,23138.79718309859,0.20760233918128654,38,116.0,4.7535901911063645,lognormal,symmetric,random_sampling,20,0.8
1432,38503040.0,26887.597765363127,0.20935672514619882,39,438.0,6.082218910376446,lognormal,symmetric,random_sampling,20,0.8
1294,26557744.0,20523.75888717156,0.1891812865497076,40,541.0,6.293419278846481,lognormal,symmetric,random_sampling,20,0.8
1314,36992168.0,28152.334855403347,0.19210526315789472,41,414.0,6.025865973825314,lognormal,symmetric,random_sampling,20,0.8
1488,46511802.0,31257.9314516129,0.21754385964912282,42,633.0,6.450470422144176,lognormal,symmetric,random_sampling,20,0.8
1392,37881422.0,27213.665229885057,0.20350877192982456,43,343.0,5.8377304471659395,lognormal,symmetric,random_sampling,20,0.8
1262,41172318.0,32624.657686212362,0.1845029239766082,44,804.0,6.6895992691789665,lognormal,symmetric,random_sampling,20,0.8
1378,42614032.0,30924.55152394775,0.20146198830409356,45,824.0,6.714170529909472,lognormal,symmetric,random_sampling,20,0.8
1404,40110866.0,28568.992877492878,0.20526315789473684,46,583.0,6.368187186350492,lognormal,symmetric,random_sampling,20,0.8
1248,26204362.0,20997.084935897437,0.1824561403508772,47,208.0,5.337538079701318,lognormal,symmetric,random_sampling,20,0.8
1446,45706176.0,31608.697095435684,0.21140350877192982,48,358.0,5.8805329864007,lognormal,symmetric,random_sampling,20,0.8
1330,53205436.0,40004.08721804511,0.19444444444444445,49,611.0,6.415096959171596,lognormal,symmetric,random_sampling,20,0.8
1494,71902966.0,48127.82195448461,0.21842105263157896,50,724.0,6.584791392385716,lognormal,symmetric,random_sampling,20,0.8
1362,32030650.0,23517.36417033774,0.19912280701754387,51,542.0,6.295266001439646,lognormal,symmetric,random_sampling,20,0.8
1352,29342078.0,21702.720414201183,0.1976608187134503,52,331.0,5.802118375377063,lognormal,symmetric,random_sampling,20,0.8
1228,29522016.0,24040.72964169381,0.17953216374269007,53,460.0,6.131226489483141,lognormal,symmetric,random_sampling,20,0.8
1318,32127412.0,24375.88163884674,0.19269005847953216,54,816.0,6.704414354964107,lognormal,symmetric,random_sampling,20,0.8
1430,44245396.0,30940.836363636365,0.20906432748538012,55,205.0,5.3230099791384085,lognormal,symmetric,random_sampling,20,0.8
1206,30539088.0,25322.626865671642,0.1763157894736842,56,1174.0,7.068172000388042,lognormal,symmetric,random_sampling,20,0.8
1378,32045120.0,23254.80406386067,0.20146198830409356,57,621.0,6.431331081933479,lognormal,symmetric,random_sampling,20,0.8
1480,64394552.0,43509.832432432435,0.21637426900584794,58,317.0,5.75890177387728,lognormal,symmetric,random_sampling,20,0.8
1132,39258894.0,34681.00176678445,0.1654970760233918,59,868.0,6.7661917146603505,lognormal,symmetric,random_sampling,20,0.8
1416,43227410.0,30527.831920903955,0.20701754385964913,60,931.0,6.836259277277067,lognormal,symmetric,random_sampling,20,0.8
1442,38786270.0,26897.5520110957,0.2108187134502924,61,221.0,5.3981627015177525,lognormal,symmetric,random_sampling,20,0.8
1454,42374868.0,29143.65061898212,0.2125730994152047,62,648.0,6.473890696352274,lognormal,symmetric,random_sampling,20,0.8
1300,42757218.0,32890.167692307696,0.19005847953216373,63,329.0,5.796057750765372,lognormal,symmetric,random_sampling,20,0.8
1310,44711456.0,34130.882442748094,0.1915204678362573,64,346.0,5.846438775057725,lognormal,symmetric,random_sampling,20,0.8
1358,48638480.0,35816.25920471281,0.19853801169590643,65,525.0,6.263398262591624,lognormal,symmetric,random_sampling,20,0.8
1362,53736956.0,39454.44640234949,0.19912280701754387,66,1163.0,7.0587581525186645,lognormal,symmetric,random_sampling,20,0.8
1236,28742146.0,23254.16343042071,0.18070175438596492,67,1359.0,7.214504414151143,lognormal,symmetric,random_sampling,20,0.8
1298,40048386.0,30853.918335901388,0.18976608187134503,68,134.0,4.897839799950911,lognormal,symmetric,random_sampling,20,0.8
1432,48326364.0,33747.460893854746,0.20935672514619882,69,347.0,5.849324779946859,lognormal,symmetric,random_sampling,20,0.8
1378,42038118.0,30506.616835994195,0.20146198830409356,70,1031.0,6.93828448401696,lognormal,symmetric,random_sampling,20,0.8
1284,29475504.0,22956.0,0.18771929824561404,71,845.0,6.739336627357174,lognormal,symmetric,random_sampling,20,0.8
1382,40105426.0,29019.84515195369,0.202046783625731,72,385.0,5.953243334287785,lognormal,symmetric,random_sampling,20,0.8
1406,35166080.0,25011.436699857753,0.20555555555555555,73,1017.0,6.92461239604856,lognormal,symmetric,random_sampling,20,0.8
1410,45289218.0,32120.012765957446,0.20614035087719298,74,358.0,5.8805329864007,lognormal,symmetric,random_sampling,20,0.8
1552,45275832.0,29172.572164948455,0.22690058479532163,75,239.0,5.476463551931511,lognormal,symmetric,random_sampling,20,0.8
1378,37314392.0,27078.658925979682,0.20146198830409356,76,3320.0,8.107720061910534,lognormal,symmetric,random_sampling,20,0.8
1492,50623978.0,33930.28016085791,0.21812865497076023,77,575.0,6.354370040797351,lognormal,symmetric,random_sampling,20,0.8
1328,32886562.0,24763.977409638555,0.19415204678362574,78,1683.0,7.428333194190806,lognormal,symmetric,random_sampling,20,0.8
1366,39445324.0,28876.51830161054,0.19970760233918128,79,560.0,6.327936783729195,lognormal,symmetric,random_sampling,20,0.8
1368,32355126.0,23651.407894736843,0.2,80,707.0,6.561030665896573,lognormal,symmetric,random_sampling,20,0.8
1220,29982092.0,24575.48524590164,0.1783625730994152,81,1072.0,6.977281341630747,lognormal,symmetric,random_sampling,20,0.8
1564,52230770.0,33395.632992327366,0.22865497076023392,82,405.0,6.003887067106539,lognormal,symmetric,random_sampling,20,0.8
1324,28348850.0,21411.51812688822,0.1935672514619883,83,713.0,6.569481420414296,lognormal,symmetric,random_sampling,20,0.8
1362,29950692.0,21990.229074889867,0.19912280701754387,84,398.0,5.986452005284438,lognormal,symmetric,random_sampling,20,0.8
1284,29793962.0,23204.020249221183,0.18771929824561404,85,2185.0,7.68937110752969,lognormal,symmetric,random_sampling,20,0.8
1506,39463304.0,26204.053120849934,0.22017543859649122,86,632.0,6.448889394146858,lognormal,symmetric,random_sampling,20,0.8
1442,43547296.0,30199.23439667129,0.2108187134502924,87,252.0,5.529429087511423,lognormal,symmetric,random_sampling,20,0.8
1354,41913848.0,30955.57459379616,0.197953216374269,88,988.0,6.895682697747868,lognormal,symmetric,random_sampling,20,0.8
1348,34103998.0,25299.70178041543,0.19707602339181288,89,2150.0,7.673223121121708,lognormal,symmetric,random_sampling,20,0.8
1382,39957332.0,28912.685962373373,0.202046783625731,90,260.0,5.560681631015528,lognormal,symmetric,random_sampling,20,0.8
1356,41169968.0,30361.333333333332,0.19824561403508772,91,369.0,5.910796644040527,lognormal,symmetric,random_sampling,20,0.8
1460,33619464.0,23027.0301369863,0.2134502923976608,92,193.0,5.262690188904886,lognormal,symmetric,random_sampling,20,0.8
1416,50389424.0,35585.75141242938,0.20701754385964913,93,619.0,6.428105272684596,lognormal,symmetric,random_sampling,20,0.8
1210,19265902.0,15922.23305785124,0.17690058479532164,94,399.0,5.988961416889864,lognormal,symmetric,random_sampling,20,0.8
1452,40064452.0,27592.59779614325,0.21228070175438596,95,386.0,5.955837369464831,lognormal,symmetric,random_sampling,20,0.8
1274,27961994.0,21948.18995290424,0.18625730994152045,96,399.0,5.988961416889864,lognormal,symmetric,random_sampling,20,0.8
1380,47091352.0,34124.168115942026,0.20175438596491227,97,613.0,6.418364935936212,lognormal,symmetric,random_sampling,20,0.8
1328,46311600.0,34873.19277108434,0.19415204678362574,98,848.0,6.742880635791903,lognormal,symmetric,random_sampling,20,0.8
1486,50244406.0,33811.847913862715,0.21725146198830408,99,740.0,6.606650186198215,lognormal,symmetric,random_sampling,20,0.8
6464,511815598.0,79179.3932549505,0.2653530377668309,0,7451.0,8.916103530553727,lognormal,symmetric,random_sampling,30,1.2
6424,460903710.0,71747.15286425903,0.26371100164203615,1,35135.0,10.466953063626297,lognormal,symmetric,random_sampling,30,1.2
6350,420179662.0,66170.02551181102,0.26067323481116583,2,45672.0,10.729240697644094,lognormal,symmetric,random_sampling,30,1.2
6536,488597342.0,74754.7952876377,0.2683087027914614,3,15154.0,9.626019802491319,lognormal,symmetric,random_sampling,30,1.2
6372,515325168.0,80873.37853107345,0.26157635467980295,4,19087.0,9.856762754029893,lognormal,symmetric,random_sampling,30,1.2
6218,411362458.0,66156.7156642007,0.2552545155993432,5,8267.0,9.020026965252676,lognormal,symmetric,random_sampling,30,1.2
6194,463092776.0,74764.73619631902,0.25426929392446634,6,4338.0,8.37516869138682,lognormal,symmetric,random_sampling,30,1.2
6318,387747372.0,61371.85375118708,0.25935960591133006,7,1132.0,7.0317412587631285,lognormal,symmetric,random_sampling,30,1.2
6190,373131304.0,60279.693699515345,0.25410509031198686,8,18949.0,9.849506438669614,lognormal,symmetric,random_sampling,30,1.2
6166,332770398.0,53968.60168666883,0.25311986863711,9,9929.0,9.203215047033595,lognormal,symmetric,random_sampling,30,1.2
6336,528369038.0,83391.57796717172,0.2600985221674877,10,7436.0,8.914088348841334,lognormal,symmetric,random_sampling,30,1.2
6058,398396698.0,65763.73357543744,0.2486863711001642,11,1893.0,7.545918151209323,lognormal,symmetric,random_sampling,30,1.2
6298,362592556.0,57572.651000317564,0.2585385878489327,12,7114.0,8.8698199525084,lognormal,symmetric,random_sampling,30,1.2
6230,365544472.0,58674.87512038523,0.2557471264367816,13,3755.0,8.230843564198235,lognormal,symmetric,random_sampling,30,1.2
6258,440232706.0,70347.18855864494,0.25689655172413794,14,8235.0,9.016148642611741,lognormal,symmetric,random_sampling,30,1.2
6142,593452808.0,96622.07880169326,0.25213464696223314,15,9317.0,9.139595967450425,lognormal,symmetric,random_sampling,30,1.2
6384,378348558.0,59265.125,0.2620689655172414,16,54573.0,10.907294533930326,lognormal,symmetric,random_sampling,30,1.2
6330,360391808.0,56933.93491311216,0.25985221674876846,17,7365.0,8.90449432889673,lognormal,symmetric,random_sampling,30,1.2
6404,535546664.0,83626.89943785135,0.2628899835796388,18,1654.0,7.4109518755836366,lognormal,symmetric,random_sampling,30,1.2
6278,485672076.0,77360.95508123607,0.2577175697865353,19,26604.0,10.188816859404312,lognormal,symmetric,random_sampling,30,1.2
6338,451283764.0,71202.86588829284,0.26018062397372743,20,7014.0,8.855663430700124,lognormal,symmetric,random_sampling,30,1.2
6578,483232970.0,73461.98996655518,0.2700328407224959,21,6979.0,8.850660919017152,lognormal,symmetric,random_sampling,30,1.2
6358,360385536.0,56682.2170493866,0.2610016420361248,22,4718.0,8.45914025996762,lognormal,symmetric,random_sampling,30,1.2
6286,428015688.0,68090.30989500477,0.25804597701149423,23,18461.0,9.82341567777057,lognormal,symmetric,random_sampling,30,1.2
6316,397019500.0,62859.325522482584,0.2592775041050903,24,12557.0,9.438033557988964,lognormal,symmetric,random_sampling,30,1.2
6242,432385104.0,69270.28260173021,0.25623973727422006,25,4521.0,8.416488487294606,lognormal,symmetric,random_sampling,30,1.2
6350,530651040.0,83567.09291338583,0.26067323481116583,26,4138.0,8.327967858305488,lognormal,symmetric,random_sampling,30,1.2
5920,381711336.0,64478.266216216216,0.24302134646962234,27,12737.0,9.45226642258976,lognormal,symmetric,random_sampling,30,1.2
6354,362170404.0,56998.8045325779,0.2608374384236453,28,10888.0,9.295416544331301,lognormal,symmetric,random_sampling,30,1.2
6310,445287326.0,70568.51442155309,0.2590311986863711,29,3559.0,8.177234885510194,lognormal,symmetric,random_sampling,30,1.2
6192,415792342.0,67149.92603359174,0.2541871921182266,30,19203.0,9.862821795810113,lognormal,symmetric,random_sampling,30,1.2
6320,334816892.0,52977.35632911392,0.2594417077175698,31,999.0,6.906754778648554,lognormal,symmetric,random_sampling,30,1.2
6352,313778024.0,49398.30352644836,0.2607553366174056,32,9785.0,9.188605879830176,lognormal,symmetric,random_sampling,30,1.2
6412,459263614.0,71625.64160948222,0.2632183908045977,33,4174.0,8.336630087637147,lognormal,symmetric,random_sampling,30,1.2
6228,323373710.0,51922.561014772,0.25566502463054186,34,6472.0,8.775240458738327,lognormal,symmetric,random_sampling,30,1.2
6102,397365812.0,65120.58538184202,0.2504926108374384,35,7076.0,8.864464055279676,lognormal,symmetric,random_sampling,30,1.2
6194,464411292.0,74977.6060703907,0.25426929392446634,36,6038.0,8.705828110266784,lognormal,symmetric,random_sampling,30,1.2
6350,454054886.0,71504.70645669292,0.26067323481116583,37,21091.0,9.956601688185614,lognormal,symmetric,random_sampling,30,1.2
6406,531024526.0,82894.86824851701,0.26297208538587846,38,3693.0,8.214194414852564,lognormal,symmetric,random_sampling,30,1.2
6456,438983450.0,67996.19733581165,0.2650246305418719,39,1474.0,7.295735072749282,lognormal,symmetric,random_sampling,30,1.2
6076,396202502.0,65207.785055957866,0.24942528735632183,40,2344.0,7.759614150696903,lognormal,symmetric,random_sampling,30,1.2
6248,429169462.0,68689.09443021766,0.25648604269293923,41,14096.0,9.553646348175961,lognormal,symmetric,random_sampling,30,1.2
6404,505261854.0,78897.85352904435,0.2628899835796388,42,20418.0,9.924172143728962,lognormal,symmetric,random_sampling,30,1.2
6420,489449682.0,76238.26822429907,0.26354679802955666,43,1970.0,7.585788821732034,lognormal,symmetric,random_sampling,30,1.2
6172,447931206.0,72574.72553467272,0.25336617405582923,44,3459.0,8.148734808937169,lognormal,symmetric,random_sampling,30,1.2
6316,467097598.0,73954.6545281824,0.2592775041050903,45,2732.0,7.912789220690681,lognormal,symmetric,random_sampling,30,1.2
6242,387435188.0,62069.07850048062,0.25623973727422006,46,1308.0,7.176254532017144,lognormal,symmetric,random_sampling,30,1.2
6366,528906804.0,83083.06691800189,0.2613300492610837,47,15137.0,9.624897356762565,lognormal,symmetric,random_sampling,30,1.2
6276,491048704.0,78242.30465264499,0.2576354679802956,48,3867.0,8.260234291607297,lognormal,symmetric,random_sampling,30,1.2
6320,489117314.0,77391.98006329114,0.2594417077175698,49,1098.0,7.001245622069476,lognormal,symmetric,random_sampling,30,1.2
6142,415434580.0,67638.32302181699,0.25213464696223314,50,9194.0,9.126306376366173,lognormal,symmetric,random_sampling,30,1.2
6242,366657984.0,58740.46523550144,0.25623973727422006,51,12721.0,9.45100945015621,lognormal,symmetric,random_sampling,30,1.2
6296,716950168.0,113873.91486658195,0.25845648604269295,52,10764.0,9.283962511846797,lognormal,symmetric,random_sampling,30,1.2
6134,413912594.0,67478.41441147702,0.25180623973727423,53,16188.0,9.692025505995757,lognormal,symmetric,random_sampling,30,1.2
6370,473620984.0,74351.80282574569,0.2614942528735632,54,17164.0,9.750569446111415,lognormal,symmetric,random_sampling,30,1.2
6296,403288790.0,64054.76334180432,0.25845648604269295,55,5546.0,8.620832226175724,lognormal,symmetric,random_sampling,30,1.2
6294,533344508.0,84738.56180489354,0.2583743842364532,56,4278.0,8.361240889642351,lognormal,symmetric,random_sampling,30,1.2
6572,367013618.0,55845.042300669505,0.26978653530377666,57,14350.0,9.571505221187767,lognormal,symmetric,random_sampling,30,1.2
6286,377805240.0,60102.64715240216,0.25804597701149423,58,13579.0,9.516279760698795,lognormal,symmetric,random_sampling,30,1.2
6434,491204180.0,76345.06994093876,0.2641215106732348,59,9662.0,9.175955945114351,lognormal,symmetric,random_sampling,30,1.2
6452,390498790.0,60523.68102913825,0.26486042692939243,60,815.0,6.703188113240863,lognormal,symmetric,random_sampling,30,1.2
6566,546747786.0,83269.53792263175,0.2695402298850575,61,5286.0,8.572817095164234,lognormal,symmetric,random_sampling,30,1.2
6246,476181676.0,76237.86039065002,0.2564039408866995,62,5496.0,8.611775833902186,lognormal,symmetric,random_sampling,30,1.2
6242,371285454.0,59481.809355975645,0.25623973727422006,63,9044.0,9.10985683339786,lognormal,symmetric,random_sampling,30,1.2
6424,566385818.0,88167.15722291407,0.26371100164203615,64,7519.0,8.925188429378027,lognormal,symmetric,random_sampling,30,1.2
6328,427585314.0,67570.37199747155,0.2597701149425287,65,144203.0,11.878977308054857,lognormal,symmetric,random_sampling,30,1.2
6258,399038878.0,63764.60178970917,0.25689655172413794,66,8692.0,9.07015834137632,lognormal,symmetric,random_sampling,30,1.2
6240,462994726.0,74197.87275641026,0.2561576354679803,67,3228.0,8.07961802938984,lognormal,symmetric,random_sampling,30,1.2
6446,531112466.0,82394.11511014582,0.26461412151067326,68,19255.0,9.865526046249009,lognormal,symmetric,random_sampling,30,1.2
6324,533327194.0,84333.83839342189,0.2596059113300493,69,6384.0,8.761550139129644,lognormal,symmetric,random_sampling,30,1.2
6332,584384136.0,92290.60897030953,0.2599343185550082,70,10588.0,9.267476563346992,lognormal,symmetric,random_sampling,30,1.2
6312,398213132.0,63088.26552598226,0.25911330049261083,71,4152.0,8.331345424845724,lognormal,symmetric,random_sampling,30,1.2
6366,424752338.0,66722.01350926798,0.2613300492610837,72,5098.0,8.53660358493606,lognormal,symmetric,random_sampling,30,1.2
6204,480322648.0,77421.44551901998,0.254679802955665,73,37319.0,10.52725785931825,lognormal,symmetric,random_sampling,30,1.2
6290,455006240.0,72338.03497615263,0.2582101806239737,74,9698.0,9.179674957665297,lognormal,symmetric,random_sampling,30,1.2
6182,465671294.0,75326.96441281139,0.2537766830870279,75,4555.0,8.423980809694058,lognormal,symmetric,random_sampling,30,1.2
6416,418249346.0,65188.48908977556,0.2633825944170772,76,4757.0,8.467372496432281,lognormal,symmetric,random_sampling,30,1.2
6232,437267980.0,70164.95186136072,0.25582922824302134,77,17084.0,9.745897631961357,lognormal,symmetric,random_sampling,30,1.2
6418,555471584.0,86549.0158928015,0.2634646962233169,78,3951.0,8.281723990411392,lognormal,symmetric,random_sampling,30,1.2
6076,411215936.0,67678.72547728769,0.24942528735632183,79,15774.0,9.666118293957936,lognormal,symmetric,random_sampling,30,1.2
6274,418769686.0,66746.84188715334,0.25755336617405583,80,11052.0,9.310366686043308,lognormal,symmetric,random_sampling,30,1.2
6306,437834382.0,69431.39581351094,0.2588669950738916,81,8782.0,9.080459451121662,lognormal,symmetric,random_sampling,30,1.2
6338,419100772.0,66125.08236036604,0.26018062397372743,82,24824.0,10.119566206128216,lognormal,symmetric,random_sampling,30,1.2
6028,405829030.0,67323.99303251493,0.24745484400656814,83,30458.0,10.324103964411636,lognormal,symmetric,random_sampling,30,1.2
6316,418958082.0,66332.81855604814,0.2592775041050903,84,67545.0,11.120549321403782,lognormal,symmetric,random_sampling,30,1.2
6226,398418634.0,63992.71345968519,0.2555829228243021,85,12659.0,9.446123703636829,lognormal,symmetric,random_sampling,30,1.2
6458,468190852.0,72497.80922886342,0.26510673234811166,86,6095.0,8.715224041915372,lognormal,symmetric,random_sampling,30,1.2
6204,371802994.0,59929.56060606061,0.254679802955665,87,9969.0,9.207235557022704,lognormal,symmetric,random_sampling,30,1.2
6390,483665854.0,75691.05696400626,0.2623152709359606,88,21840.0,9.991498429858842,lognormal,symmetric,random_sampling,30,1.2
6150,304441656.0,49502.708292682924,0.2524630541871921,89,26003.0,10.165967194962711,lognormal,symmetric,random_sampling,30,1.2
6422,444966786.0,69287.88321395204,0.2636288998357964,90,6973.0,8.84980082722101,lognormal,symmetric,random_sampling,30,1.2
6234,397793256.0,63810.27526467758,0.2559113300492611,91,63974.0,11.066232029799922,lognormal,symmetric,random_sampling,30,1.2
6142,346816724.0,56466.41549983719,0.25213464696223314,92,9296.0,9.137339479091693,lognormal,symmetric,random_sampling,30,1.2
6298,443641564.0,70441.65830422356,0.2585385878489327,93,4073.0,8.312135107648412,lognormal,symmetric,random_sampling,30,1.2
6366,397190696.0,62392.50644046497,0.2613300492610837,94,12786.0,9.456106101326672,lognormal,symmetric,random_sampling,30,1.2
6154,504523626.0,81983.03964900877,0.2526272577996716,95,8900.0,9.093806555720231,lognormal,symmetric,random_sampling,30,1.2
6478,685916922.0,105884.05711639395,0.26592775041050903,96,849.0,6.744059186311348,lognormal,symmetric,random_sampling,30,1.2
6282,370639968.0,59000.31327602674,0.2578817733990148,97,13934.0,9.542087175590064,lognormal,symmetric,random_sampling,30,1.2
6500,472547832.0,72699.66646153847,0.26683087027914615,98,7412.0,8.91085558740525,lognormal,symmetric,random_sampling,30,1.2
6372,516962520.0,81130.33898305085,0.26157635467980295,99,8176.0,9.008958312443486,lognormal,symmetric,random_sampling,30,1.2
2220,424856641576.0,191376865.57477477,0.32456140350877194,0,103.0,4.634728988229636,lognormal,symmetric,random_sampling,20,4.6
2232,1924299824794.0,862141498.5636201,0.3263157894736842,1,104.0,4.6443908991413725,lognormal,symmetric,random_sampling,20,4.6
2228,474048935830.0,212768822.18581688,0.32573099415204676,2,464.0,6.139884552226255,lognormal,symmetric,random_sampling,20,4.6
2226,1409265587944.0,633093256.0395328,0.3254385964912281,3,199.0,5.293304824724492,lognormal,symmetric,random_sampling,20,4.6
2238,135905313090.0,60726234.62466488,0.32719298245614037,4,190.0,5.247024072160486,lognormal,symmetric,random_sampling,20,4.6
2246,648902655108.0,288914806.3704363,0.3283625730994152,5,143.0,4.962844630259907,lognormal,symmetric,random_sampling,20,4.6
2214,83065326792.0,37518214.4498645,0.3236842105263158,6,75.0,4.31748811353631,lognormal,symmetric,random_sampling,20,4.6
2240,984141019534.0,439348669.4348214,0.32748538011695905,7,296.0,5.69035945432406,lognormal,symmetric,random_sampling,20,4.6
2230,162292907434.0,72777088.535426,0.3260233918128655,8,207.0,5.332718793265369,lognormal,symmetric,random_sampling,20,4.6
2256,227652931018.0,100909987.1533688,0.3298245614035088,9,144.0,4.969813299576001,lognormal,symmetric,random_sampling,20,4.6
2238,731097607612.0,326674534.2323503,0.32719298245614037,10,1073.0,6.9782137426306985,lognormal,symmetric,random_sampling,20,4.6
2240,288449944862.0,128772296.81339286,0.32748538011695905,11,222.0,5.402677381872279,lognormal,symmetric,random_sampling,20,4.6
2222,128723323180.0,57931288.55985598,0.3248538011695906,12,186.0,5.225746673713202,lognormal,symmetric,random_sampling,20,4.6
2240,340061038616.0,151812963.66785714,0.32748538011695905,13,253.0,5.53338948872752,lognormal,symmetric,random_sampling,20,4.6
2244,788511588558.0,351386625.9171123,0.3280701754385965,14,167.0,5.117993812416755,lognormal,symmetric,random_sampling,20,4.6
2230,388050315670.0,174013594.47085202,0.3260233918128655,15,184.0,5.214935757608986,lognormal,symmetric,random_sampling,20,4.6
2194,109069533244.0,49712640.49407475,0.32076023391812863,16,93.0,4.532599493153256,lognormal,symmetric,random_sampling,20,4.6
2230,96993322034082.0,43494763243.982956,0.3260233918128655,17,193.0,5.262690188904886,lognormal,symmetric,random_sampling,20,4.6
