violation_count,total_violation_magnitude,average_violation_magnitude,violation_ratio,generation,iterations,log_iterations,distribution,generation_type,mutation_type,city_size,range
4058,23762.0,5.855593888615081,0.16658456486042694,0,1794.0,7.492203042618741,uniform,symmetric,random_sampling,30,20.0
1130,27612.0,24.435398230088495,0.1652046783625731,0,2049.0,7.6251071482389,uniform,symmetric,random_sampling,20,100.0
4128,54614.0,13.230135658914728,0.16945812807881774,0,7644.0,8.941676305360163,uniform,symmetric,random_sampling,30,50.0
1208,12544.0,10.3841059602649,0.17660818713450294,0,73.0,4.290459441148391,uniform,symmetric,random_sampling,20,40.0
4090,28876.0,7.060146699266504,0.16789819376026272,0,53147.0,10.88081693815073,uniform,symmetric,random_sampling,30,25.0
1108,16336.0,14.743682310469314,0.16198830409356726,0,1502.0,7.31455283232408,uniform,symmetric,random_sampling,20,55.0
0,0.0,0.0,0.0,0,170.0,5.135798437050262,uniform,euclidean,random_sampling,30,5.0
0,0.0,0.0,0.0,0,6349.0,8.75605259917045,uniform,euclidean,random_sampling,30,40.0
0,0.0,0.0,0.0,0,475.0,6.163314804034641,uniform,euclidean,random_sampling,20,65.0
0,0.0,0.0,0.0,0,55564.0,10.92529078851728,uniform,euclidean,random_sampling,30,100.0
0,0.0,0.0,0.0,0,11048.0,9.310004695089129,uniform,euclidean,random_sampling,30,15.0
0,0.0,0.0,0.0,0,313.0,5.746203190540153,uniform,euclidean,random_sampling,20,70.0
0,0.0,0.0,0.0,0,234.0,5.455321115357702,uniform,euclidean,random_sampling,20,20.0
0,0.0,0.0,0.0,0,125044.0,11.736420954346972,uniform,euclidean,random_sampling,30,95.0
0,0.0,0.0,0.0,0,13120.0,9.48189306249808,uniform,euclidean,random_sampling,30,90.0
0,0.0,0.0,0.0,0,128668.0,11.764990722419466,uniform,euclidean,random_sampling,30,60.0
