Generation,Iterations,Configuration
2141,236,uniform_euclidean_wouter_20
2142,236,uniform_euclidean_wouter_20
2143,232,uniform_euclidean_wouter_20
2144,232,uniform_euclidean_wouter_20
2145,228,uniform_euclidean_wouter_20
2146,218,uniform_euclidean_wouter_20
2147,218,uniform_euclidean_wouter_20
2148,218,uniform_euclidean_wouter_20
2149,187,uniform_euclidean_wouter_20
2150,187,uniform_euclidean_wouter_20
2151,187,uniform_euclidean_wouter_20
2152,187,uniform_euclidean_wouter_20
2153,187,uniform_euclidean_wouter_20
2154,187,uniform_euclidean_wouter_20
2155,187,uniform_euclidean_wouter_20
2156,187,uniform_euclidean_wouter_20
2157,187,uniform_euclidean_wouter_20
2158,283,uniform_euclidean_wouter_20
2159,281,uniform_euclidean_wouter_20
2160,251,uniform_euclidean_wouter_20
2161,209,uniform_euclidean_wouter_20
2162,270,uniform_euclidean_wouter_20
2163,270,uniform_euclidean_wouter_20
2164,270,uniform_euclidean_wouter_20
2165,270,uniform_euclidean_wouter_20
2166,166,uniform_euclidean_wouter_20
2167,207,uniform_euclidean_wouter_20
2168,207,uniform_euclidean_wouter_20
2169,247,uniform_euclidean_wouter_20
2170,242,uniform_euclidean_wouter_20
2171,242,uniform_euclidean_wouter_20
2172,242,uniform_euclidean_wouter_20
2173,242,uniform_euclidean_wouter_20
2174,242,uniform_euclidean_wouter_20
2175,242,uniform_euclidean_wouter_20
2176,242,uniform_euclidean_wouter_20
2177,242,uniform_euclidean_wouter_20
2178,242,uniform_euclidean_wouter_20
2179,281,uniform_euclidean_wouter_20
2180,281,uniform_euclidean_wouter_20
2181,281,uniform_euclidean_wouter_20
2182,281,uniform_euclidean_wouter_20
2183,281,uniform_euclidean_wouter_20
2184,281,uniform_euclidean_wouter_20
2185,279,uniform_euclidean_wouter_20
2186,279,uniform_euclidean_wouter_20
2187,172,uniform_euclidean_wouter_20
2188,172,uniform_euclidean_wouter_20
2189,172,uniform_euclidean_wouter_20
2190,172,uniform_euclidean_wouter_20
2191,172,uniform_euclidean_wouter_20
2192,352,uniform_euclidean_wouter_20
2193,352,uniform_euclidean_wouter_20
2194,351,uniform_euclidean_wouter_20
2195,143,uniform_euclidean_wouter_20
2196,143,uniform_euclidean_wouter_20
2197,143,uniform_euclidean_wouter_20
2198,143,uniform_euclidean_wouter_20
2199,143,uniform_euclidean_wouter_20
2200,143,uniform_euclidean_wouter_20
2201,94,uniform_euclidean_wouter_20
2202,91,uniform_euclidean_wouter_20
2203,91,uniform_euclidean_wouter_20
2204,91,uniform_euclidean_wouter_20
2205,101,uniform_euclidean_wouter_20
2206,101,uniform_euclidean_wouter_20
2207,101,uniform_euclidean_wouter_20
2208,101,uniform_euclidean_wouter_20
2209,99,uniform_euclidean_wouter_20
2210,99,uniform_euclidean_wouter_20
2211,106,uniform_euclidean_wouter_20
2212,106,uniform_euclidean_wouter_20
2213,106,uniform_euclidean_wouter_20
2214,106,uniform_euclidean_wouter_20
2215,177,uniform_euclidean_wouter_20
2216,177,uniform_euclidean_wouter_20
2217,177,uniform_euclidean_wouter_20
2218,177,uniform_euclidean_wouter_20
2219,499,uniform_euclidean_wouter_20
2220,430,uniform_euclidean_wouter_20
2221,416,uniform_euclidean_wouter_20
2222,404,uniform_euclidean_wouter_20
2223,238,uniform_euclidean_wouter_20
2224,277,uniform_euclidean_wouter_20
2225,277,uniform_euclidean_wouter_20
2226,277,uniform_euclidean_wouter_20
2227,277,uniform_euclidean_wouter_20
2228,229,uniform_euclidean_wouter_20
2229,201,uniform_euclidean_wouter_20
2230,107,uniform_euclidean_wouter_20
2231,107,uniform_euclidean_wouter_20
2232,99,uniform_euclidean_wouter_20
2233,183,uniform_euclidean_wouter_20
2234,183,uniform_euclidean_wouter_20
2235,184,uniform_euclidean_wouter_20
2236,184,uniform_euclidean_wouter_20
2237,184,uniform_euclidean_wouter_20
2238,184,uniform_euclidean_wouter_20
2239,184,uniform_euclidean_wouter_20
2240,302,uniform_euclidean_wouter_20
2241,302,uniform_euclidean_wouter_20
2242,188,uniform_euclidean_wouter_20
2243,188,uniform_euclidean_wouter_20
2244,188,uniform_euclidean_wouter_20
2245,188,uniform_euclidean_wouter_20
2246,188,uniform_euclidean_wouter_20
2247,188,uniform_euclidean_wouter_20
2248,236,uniform_euclidean_wouter_20
2249,236,uniform_euclidean_wouter_20
2250,236,uniform_euclidean_wouter_20
2251,94,uniform_euclidean_wouter_20
2252,94,uniform_euclidean_wouter_20
2253,94,uniform_euclidean_wouter_20
2254,94,uniform_euclidean_wouter_20
2255,94,uniform_euclidean_wouter_20
2256,94,uniform_euclidean_wouter_20
2257,236,uniform_euclidean_wouter_20
2258,193,uniform_euclidean_wouter_20
2259,329,uniform_euclidean_wouter_20
2260,444,uniform_euclidean_wouter_20
2261,444,uniform_euclidean_wouter_20
2262,444,uniform_euclidean_wouter_20
2263,444,uniform_euclidean_wouter_20
2264,444,uniform_euclidean_wouter_20
2265,444,uniform_euclidean_wouter_20
2266,399,uniform_euclidean_wouter_20
2267,399,uniform_euclidean_wouter_20
2268,263,uniform_euclidean_wouter_20
2269,263,uniform_euclidean_wouter_20
2270,255,uniform_euclidean_wouter_20
2271,255,uniform_euclidean_wouter_20
2272,255,uniform_euclidean_wouter_20
2273,255,uniform_euclidean_wouter_20
2274,255,uniform_euclidean_wouter_20
2275,254,uniform_euclidean_wouter_20
2276,254,uniform_euclidean_wouter_20
2277,254,uniform_euclidean_wouter_20
2278,342,uniform_euclidean_wouter_20
2279,362,uniform_euclidean_wouter_20
2280,362,uniform_euclidean_wouter_20
2281,362,uniform_euclidean_wouter_20
2282,362,uniform_euclidean_wouter_20
2283,362,uniform_euclidean_wouter_20
2284,277,uniform_euclidean_wouter_20
2285,277,uniform_euclidean_wouter_20
2286,350,uniform_euclidean_wouter_20
2287,481,uniform_euclidean_wouter_20
2288,481,uniform_euclidean_wouter_20
2289,566,uniform_euclidean_wouter_20
2290,566,uniform_euclidean_wouter_20
2291,432,uniform_euclidean_wouter_20
2292,432,uniform_euclidean_wouter_20
2293,432,uniform_euclidean_wouter_20
2294,628,uniform_euclidean_wouter_20
2295,501,uniform_euclidean_wouter_20
2296,501,uniform_euclidean_wouter_20
2297,501,uniform_euclidean_wouter_20
2298,501,uniform_euclidean_wouter_20
2299,428,uniform_euclidean_wouter_20
2300,444,uniform_euclidean_wouter_20
2301,444,uniform_euclidean_wouter_20
2302,444,uniform_euclidean_wouter_20
2303,395,uniform_euclidean_wouter_20
2304,780,uniform_euclidean_wouter_20
2305,780,uniform_euclidean_wouter_20
2306,780,uniform_euclidean_wouter_20
2307,780,uniform_euclidean_wouter_20
2308,780,uniform_euclidean_wouter_20
2309,803,uniform_euclidean_wouter_20
2310,636,uniform_euclidean_wouter_20
2311,615,uniform_euclidean_wouter_20
2312,615,uniform_euclidean_wouter_20
2313,615,uniform_euclidean_wouter_20
2314,490,uniform_euclidean_wouter_20
2315,487,uniform_euclidean_wouter_20
2316,500,uniform_euclidean_wouter_20
2317,534,uniform_euclidean_wouter_20
2318,534,uniform_euclidean_wouter_20
2319,1003,uniform_euclidean_wouter_20
2320,1002,uniform_euclidean_wouter_20
2321,1002,uniform_euclidean_wouter_20
2322,997,uniform_euclidean_wouter_20
2323,997,uniform_euclidean_wouter_20
2324,997,uniform_euclidean_wouter_20
2325,997,uniform_euclidean_wouter_20
2326,997,uniform_euclidean_wouter_20
2327,189,uniform_euclidean_wouter_20
2328,189,uniform_euclidean_wouter_20
2329,189,uniform_euclidean_wouter_20
2330,189,uniform_euclidean_wouter_20
2331,227,uniform_euclidean_wouter_20
2332,227,uniform_euclidean_wouter_20
2333,227,uniform_euclidean_wouter_20
2334,227,uniform_euclidean_wouter_20
2335,227,uniform_euclidean_wouter_20
2336,156,uniform_euclidean_wouter_20
2337,156,uniform_euclidean_wouter_20
2338,117,uniform_euclidean_wouter_20
2339,239,uniform_euclidean_wouter_20
2340,316,uniform_euclidean_wouter_20
2341,316,uniform_euclidean_wouter_20
2342,316,uniform_euclidean_wouter_20
2343,377,uniform_euclidean_wouter_20
2344,111,uniform_euclidean_wouter_20
2345,84,uniform_euclidean_wouter_20
2346,84,uniform_euclidean_wouter_20
2347,115,uniform_euclidean_wouter_20
2348,95,uniform_euclidean_wouter_20
2349,95,uniform_euclidean_wouter_20
2350,103,uniform_euclidean_wouter_20
2351,102,uniform_euclidean_wouter_20
2352,102,uniform_euclidean_wouter_20
2353,98,uniform_euclidean_wouter_20
2354,98,uniform_euclidean_wouter_20
2355,98,uniform_euclidean_wouter_20
2356,98,uniform_euclidean_wouter_20
2357,99,uniform_euclidean_wouter_20
2358,99,uniform_euclidean_wouter_20
2359,111,uniform_euclidean_wouter_20
2360,111,uniform_euclidean_wouter_20
2361,98,uniform_euclidean_wouter_20
2362,99,uniform_euclidean_wouter_20
2363,99,uniform_euclidean_wouter_20
2364,99,uniform_euclidean_wouter_20
2365,95,uniform_euclidean_wouter_20
2366,95,uniform_euclidean_wouter_20
2367,95,uniform_euclidean_wouter_20
2368,95,uniform_euclidean_wouter_20
2369,91,uniform_euclidean_wouter_20
2370,91,uniform_euclidean_wouter_20
2371,106,uniform_euclidean_wouter_20
2372,98,uniform_euclidean_wouter_20
2373,98,uniform_euclidean_wouter_20
2374,98,uniform_euclidean_wouter_20
2375,98,uniform_euclidean_wouter_20
2376,98,uniform_euclidean_wouter_20
2377,98,uniform_euclidean_wouter_20
2378,98,uniform_euclidean_wouter_20
2379,112,uniform_euclidean_wouter_20
2380,104,uniform_euclidean_wouter_20
2381,104,uniform_euclidean_wouter_20
2382,196,uniform_euclidean_wouter_20
2383,189,uniform_euclidean_wouter_20
2384,190,uniform_euclidean_wouter_20
2385,191,uniform_euclidean_wouter_20
2386,191,uniform_euclidean_wouter_20
2387,191,uniform_euclidean_wouter_20
2388,191,uniform_euclidean_wouter_20
2389,191,uniform_euclidean_wouter_20
2390,191,uniform_euclidean_wouter_20
2391,191,uniform_euclidean_wouter_20
2392,191,uniform_euclidean_wouter_20
2393,191,uniform_euclidean_wouter_20
2394,363,uniform_euclidean_wouter_20
2395,422,uniform_euclidean_wouter_20
2396,422,uniform_euclidean_wouter_20
2397,452,uniform_euclidean_wouter_20
2398,372,uniform_euclidean_wouter_20
2399,372,uniform_euclidean_wouter_20
2400,269,uniform_euclidean_wouter_20
2401,269,uniform_euclidean_wouter_20
2402,269,uniform_euclidean_wouter_20
2403,269,uniform_euclidean_wouter_20
2404,256,uniform_euclidean_wouter_20
2405,256,uniform_euclidean_wouter_20
2406,256,uniform_euclidean_wouter_20
2407,256,uniform_euclidean_wouter_20
2408,238,uniform_euclidean_wouter_20
2409,238,uniform_euclidean_wouter_20
2410,244,uniform_euclidean_wouter_20
2411,244,uniform_euclidean_wouter_20
2412,244,uniform_euclidean_wouter_20
2413,244,uniform_euclidean_wouter_20
2414,244,uniform_euclidean_wouter_20
2415,321,uniform_euclidean_wouter_20
2416,321,uniform_euclidean_wouter_20
2417,317,uniform_euclidean_wouter_20
2418,221,uniform_euclidean_wouter_20
2419,221,uniform_euclidean_wouter_20
2420,227,uniform_euclidean_wouter_20
2421,227,uniform_euclidean_wouter_20
2422,227,uniform_euclidean_wouter_20
2423,483,uniform_euclidean_wouter_20
2424,247,uniform_euclidean_wouter_20
2425,247,uniform_euclidean_wouter_20
2426,232,uniform_euclidean_wouter_20
2427,232,uniform_euclidean_wouter_20
2428,233,uniform_euclidean_wouter_20
2429,233,uniform_euclidean_wouter_20
2430,233,uniform_euclidean_wouter_20
2431,226,uniform_euclidean_wouter_20
2432,226,uniform_euclidean_wouter_20
2433,226,uniform_euclidean_wouter_20
2434,227,uniform_euclidean_wouter_20
2435,227,uniform_euclidean_wouter_20
2436,222,uniform_euclidean_wouter_20
2437,222,uniform_euclidean_wouter_20
2438,231,uniform_euclidean_wouter_20
2439,231,uniform_euclidean_wouter_20
2440,231,uniform_euclidean_wouter_20
2441,231,uniform_euclidean_wouter_20
2442,231,uniform_euclidean_wouter_20
2443,231,uniform_euclidean_wouter_20
2444,231,uniform_euclidean_wouter_20
2445,231,uniform_euclidean_wouter_20
2446,207,uniform_euclidean_wouter_20
2447,207,uniform_euclidean_wouter_20
2448,207,uniform_euclidean_wouter_20
2449,207,uniform_euclidean_wouter_20
2450,214,uniform_euclidean_wouter_20
2451,214,uniform_euclidean_wouter_20
2452,205,uniform_euclidean_wouter_20
2453,205,uniform_euclidean_wouter_20
2454,194,uniform_euclidean_wouter_20
2455,233,uniform_euclidean_wouter_20
2456,233,uniform_euclidean_wouter_20
2457,258,uniform_euclidean_wouter_20
2458,377,uniform_euclidean_wouter_20
2459,259,uniform_euclidean_wouter_20
2460,259,uniform_euclidean_wouter_20
2461,259,uniform_euclidean_wouter_20
2462,259,uniform_euclidean_wouter_20
2463,259,uniform_euclidean_wouter_20
2464,367,uniform_euclidean_wouter_20
2465,357,uniform_euclidean_wouter_20
2466,357,uniform_euclidean_wouter_20
2467,357,uniform_euclidean_wouter_20
2468,357,uniform_euclidean_wouter_20
2469,357,uniform_euclidean_wouter_20
2470,357,uniform_euclidean_wouter_20
2471,391,uniform_euclidean_wouter_20
2472,391,uniform_euclidean_wouter_20
2473,391,uniform_euclidean_wouter_20
2474,599,uniform_euclidean_wouter_20
2475,488,uniform_euclidean_wouter_20
2476,331,uniform_euclidean_wouter_20
2477,331,uniform_euclidean_wouter_20
2478,412,uniform_euclidean_wouter_20
2479,412,uniform_euclidean_wouter_20
2480,405,uniform_euclidean_wouter_20
2481,405,uniform_euclidean_wouter_20
2482,414,uniform_euclidean_wouter_20
2483,191,uniform_euclidean_wouter_20
2484,191,uniform_euclidean_wouter_20
2485,212,uniform_euclidean_wouter_20
2486,212,uniform_euclidean_wouter_20
2487,212,uniform_euclidean_wouter_20
2488,206,uniform_euclidean_wouter_20
2489,222,uniform_euclidean_wouter_20
2490,222,uniform_euclidean_wouter_20
2491,222,uniform_euclidean_wouter_20
2492,222,uniform_euclidean_wouter_20
2493,222,uniform_euclidean_wouter_20
2494,222,uniform_euclidean_wouter_20
2495,196,uniform_euclidean_wouter_20
2496,198,uniform_euclidean_wouter_20
2497,198,uniform_euclidean_wouter_20
2498,198,uniform_euclidean_wouter_20
2499,198,uniform_euclidean_wouter_20
2500,198,uniform_euclidean_wouter_20
2501,383,uniform_euclidean_wouter_20
2502,383,uniform_euclidean_wouter_20
2503,383,uniform_euclidean_wouter_20
2504,383,uniform_euclidean_wouter_20
2505,383,uniform_euclidean_wouter_20
2506,293,uniform_euclidean_wouter_20
2507,295,uniform_euclidean_wouter_20
2508,295,uniform_euclidean_wouter_20
2509,295,uniform_euclidean_wouter_20
2510,295,uniform_euclidean_wouter_20
2511,298,uniform_euclidean_wouter_20
2512,297,uniform_euclidean_wouter_20
2513,224,uniform_euclidean_wouter_20
2514,224,uniform_euclidean_wouter_20
2515,224,uniform_euclidean_wouter_20
2516,224,uniform_euclidean_wouter_20
2517,182,uniform_euclidean_wouter_20
2518,182,uniform_euclidean_wouter_20
2519,182,uniform_euclidean_wouter_20
2520,182,uniform_euclidean_wouter_20
2521,179,uniform_euclidean_wouter_20
2522,178,uniform_euclidean_wouter_20
2523,178,uniform_euclidean_wouter_20
2524,112,uniform_euclidean_wouter_20
2525,112,uniform_euclidean_wouter_20
2526,242,uniform_euclidean_wouter_20
2527,216,uniform_euclidean_wouter_20
2528,216,uniform_euclidean_wouter_20
2529,216,uniform_euclidean_wouter_20
2530,216,uniform_euclidean_wouter_20
2531,223,uniform_euclidean_wouter_20
2532,223,uniform_euclidean_wouter_20
2533,361,uniform_euclidean_wouter_20
2534,462,uniform_euclidean_wouter_20
2535,460,uniform_euclidean_wouter_20
2536,460,uniform_euclidean_wouter_20
2537,563,uniform_euclidean_wouter_20
2538,563,uniform_euclidean_wouter_20
2539,1094,uniform_euclidean_wouter_20
2540,859,uniform_euclidean_wouter_20
2541,625,uniform_euclidean_wouter_20
2542,625,uniform_euclidean_wouter_20
2543,585,uniform_euclidean_wouter_20
2544,497,uniform_euclidean_wouter_20
2545,497,uniform_euclidean_wouter_20
2546,497,uniform_euclidean_wouter_20
2547,519,uniform_euclidean_wouter_20
2548,520,uniform_euclidean_wouter_20
2549,520,uniform_euclidean_wouter_20
2550,700,uniform_euclidean_wouter_20
2551,886,uniform_euclidean_wouter_20
2552,641,uniform_euclidean_wouter_20
2553,641,uniform_euclidean_wouter_20
2554,678,uniform_euclidean_wouter_20
2555,718,uniform_euclidean_wouter_20
2556,718,uniform_euclidean_wouter_20
2557,718,uniform_euclidean_wouter_20
2558,718,uniform_euclidean_wouter_20
2559,718,uniform_euclidean_wouter_20
2560,778,uniform_euclidean_wouter_20
2561,647,uniform_euclidean_wouter_20
2562,621,uniform_euclidean_wouter_20
2563,526,uniform_euclidean_wouter_20
2564,488,uniform_euclidean_wouter_20
2565,413,uniform_euclidean_wouter_20
2566,799,uniform_euclidean_wouter_20
2567,799,uniform_euclidean_wouter_20
2568,1408,uniform_euclidean_wouter_20
2569,1411,uniform_euclidean_wouter_20
2570,1411,uniform_euclidean_wouter_20
2571,1411,uniform_euclidean_wouter_20
2572,532,uniform_euclidean_wouter_20
2573,532,uniform_euclidean_wouter_20
2574,511,uniform_euclidean_wouter_20
2575,511,uniform_euclidean_wouter_20
2576,511,uniform_euclidean_wouter_20
2577,504,uniform_euclidean_wouter_20
2578,504,uniform_euclidean_wouter_20
2579,732,uniform_euclidean_wouter_20
2580,884,uniform_euclidean_wouter_20
2581,981,uniform_euclidean_wouter_20
2582,981,uniform_euclidean_wouter_20
2583,654,uniform_euclidean_wouter_20
2584,654,uniform_euclidean_wouter_20
2585,654,uniform_euclidean_wouter_20
2586,654,uniform_euclidean_wouter_20
2587,502,uniform_euclidean_wouter_20
2588,502,uniform_euclidean_wouter_20
2589,502,uniform_euclidean_wouter_20
2590,502,uniform_euclidean_wouter_20
2591,444,uniform_euclidean_wouter_20
2592,444,uniform_euclidean_wouter_20
2593,444,uniform_euclidean_wouter_20
2594,680,uniform_euclidean_wouter_20
2595,680,uniform_euclidean_wouter_20
2596,714,uniform_euclidean_wouter_20
2597,714,uniform_euclidean_wouter_20
2598,712,uniform_euclidean_wouter_20
2599,713,uniform_euclidean_wouter_20
2600,604,uniform_euclidean_wouter_20
2601,381,uniform_euclidean_wouter_20
2602,381,uniform_euclidean_wouter_20
2603,371,uniform_euclidean_wouter_20
2604,472,uniform_euclidean_wouter_20
2605,673,uniform_euclidean_wouter_20
2606,675,uniform_euclidean_wouter_20
2607,810,uniform_euclidean_wouter_20
2608,810,uniform_euclidean_wouter_20
2609,810,uniform_euclidean_wouter_20
2610,810,uniform_euclidean_wouter_20
2611,810,uniform_euclidean_wouter_20
2612,524,uniform_euclidean_wouter_20
2613,524,uniform_euclidean_wouter_20
2614,524,uniform_euclidean_wouter_20
2615,245,uniform_euclidean_wouter_20
2616,273,uniform_euclidean_wouter_20
2617,439,uniform_euclidean_wouter_20
2618,521,uniform_euclidean_wouter_20
2619,711,uniform_euclidean_wouter_20
2620,343,uniform_euclidean_wouter_20
2621,343,uniform_euclidean_wouter_20
2622,253,uniform_euclidean_wouter_20
2623,324,uniform_euclidean_wouter_20
2624,332,uniform_euclidean_wouter_20
2625,332,uniform_euclidean_wouter_20
2626,332,uniform_euclidean_wouter_20
2627,332,uniform_euclidean_wouter_20
2628,332,uniform_euclidean_wouter_20
2629,332,uniform_euclidean_wouter_20
2630,325,uniform_euclidean_wouter_20
2631,325,uniform_euclidean_wouter_20
2632,320,uniform_euclidean_wouter_20
2633,254,uniform_euclidean_wouter_20
2634,254,uniform_euclidean_wouter_20
2635,253,uniform_euclidean_wouter_20
2636,241,uniform_euclidean_wouter_20
2637,247,uniform_euclidean_wouter_20
2638,322,uniform_euclidean_wouter_20
2639,357,uniform_euclidean_wouter_20
2640,391,uniform_euclidean_wouter_20
2641,391,uniform_euclidean_wouter_20
2642,403,uniform_euclidean_wouter_20
2643,398,uniform_euclidean_wouter_20
2644,354,uniform_euclidean_wouter_20
2645,387,uniform_euclidean_wouter_20
2646,387,uniform_euclidean_wouter_20
2647,387,uniform_euclidean_wouter_20
2648,387,uniform_euclidean_wouter_20
2649,387,uniform_euclidean_wouter_20
2650,387,uniform_euclidean_wouter_20
2651,365,uniform_euclidean_wouter_20
2652,368,uniform_euclidean_wouter_20
2653,368,uniform_euclidean_wouter_20
2654,345,uniform_euclidean_wouter_20
2655,347,uniform_euclidean_wouter_20
2656,389,uniform_euclidean_wouter_20
2657,391,uniform_euclidean_wouter_20
2658,555,uniform_euclidean_wouter_20
2659,555,uniform_euclidean_wouter_20
2660,414,uniform_euclidean_wouter_20
2661,324,uniform_euclidean_wouter_20
2662,302,uniform_euclidean_wouter_20
2663,302,uniform_euclidean_wouter_20
2664,212,uniform_euclidean_wouter_20
2665,217,uniform_euclidean_wouter_20
2666,184,uniform_euclidean_wouter_20
2667,184,uniform_euclidean_wouter_20
2668,184,uniform_euclidean_wouter_20
2669,184,uniform_euclidean_wouter_20
2670,219,uniform_euclidean_wouter_20
2671,197,uniform_euclidean_wouter_20
2672,197,uniform_euclidean_wouter_20
2673,197,uniform_euclidean_wouter_20
2674,197,uniform_euclidean_wouter_20
2675,163,uniform_euclidean_wouter_20
2676,163,uniform_euclidean_wouter_20
2677,142,uniform_euclidean_wouter_20
2678,344,uniform_euclidean_wouter_20
2679,465,uniform_euclidean_wouter_20
2680,465,uniform_euclidean_wouter_20
2681,458,uniform_euclidean_wouter_20
2682,458,uniform_euclidean_wouter_20
2683,458,uniform_euclidean_wouter_20
2684,458,uniform_euclidean_wouter_20
2685,457,uniform_euclidean_wouter_20
2686,457,uniform_euclidean_wouter_20
2687,455,uniform_euclidean_wouter_20
2688,451,uniform_euclidean_wouter_20
2689,451,uniform_euclidean_wouter_20
2690,284,uniform_euclidean_wouter_20
2691,249,uniform_euclidean_wouter_20
2692,249,uniform_euclidean_wouter_20
2693,249,uniform_euclidean_wouter_20
2694,337,uniform_euclidean_wouter_20
2695,938,uniform_euclidean_wouter_20
2696,966,uniform_euclidean_wouter_20
2697,925,uniform_euclidean_wouter_20
2698,466,uniform_euclidean_wouter_20
2699,466,uniform_euclidean_wouter_20
2700,466,uniform_euclidean_wouter_20
2701,422,uniform_euclidean_wouter_20
2702,344,uniform_euclidean_wouter_20
2703,344,uniform_euclidean_wouter_20
2704,344,uniform_euclidean_wouter_20
2705,372,uniform_euclidean_wouter_20
2706,372,uniform_euclidean_wouter_20
2707,372,uniform_euclidean_wouter_20
2708,310,uniform_euclidean_wouter_20
2709,749,uniform_euclidean_wouter_20
2710,749,uniform_euclidean_wouter_20
2711,461,uniform_euclidean_wouter_20
2712,461,uniform_euclidean_wouter_20
2713,511,uniform_euclidean_wouter_20
2714,511,uniform_euclidean_wouter_20
2715,460,uniform_euclidean_wouter_20
2716,460,uniform_euclidean_wouter_20
2717,460,uniform_euclidean_wouter_20
2718,460,uniform_euclidean_wouter_20
2719,505,uniform_euclidean_wouter_20
2720,505,uniform_euclidean_wouter_20
2721,460,uniform_euclidean_wouter_20
2722,460,uniform_euclidean_wouter_20
2723,460,uniform_euclidean_wouter_20
2724,460,uniform_euclidean_wouter_20
2725,341,uniform_euclidean_wouter_20
2726,340,uniform_euclidean_wouter_20
2727,244,uniform_euclidean_wouter_20
2728,451,uniform_euclidean_wouter_20
2729,451,uniform_euclidean_wouter_20
2730,451,uniform_euclidean_wouter_20
2731,326,uniform_euclidean_wouter_20
2732,326,uniform_euclidean_wouter_20
2733,380,uniform_euclidean_wouter_20
2734,380,uniform_euclidean_wouter_20
2735,380,uniform_euclidean_wouter_20
2736,302,uniform_euclidean_wouter_20
2737,302,uniform_euclidean_wouter_20
2738,302,uniform_euclidean_wouter_20
2739,271,uniform_euclidean_wouter_20
2740,271,uniform_euclidean_wouter_20
2741,309,uniform_euclidean_wouter_20
2742,293,uniform_euclidean_wouter_20
2743,292,uniform_euclidean_wouter_20
2744,292,uniform_euclidean_wouter_20
2745,292,uniform_euclidean_wouter_20
2746,302,uniform_euclidean_wouter_20
2747,293,uniform_euclidean_wouter_20
2748,333,uniform_euclidean_wouter_20
2749,368,uniform_euclidean_wouter_20
2750,368,uniform_euclidean_wouter_20
2751,341,uniform_euclidean_wouter_20
2752,341,uniform_euclidean_wouter_20
2753,341,uniform_euclidean_wouter_20
2754,341,uniform_euclidean_wouter_20
2755,341,uniform_euclidean_wouter_20
2756,258,uniform_euclidean_wouter_20
2757,189,uniform_euclidean_wouter_20
2758,189,uniform_euclidean_wouter_20
2759,189,uniform_euclidean_wouter_20
2760,189,uniform_euclidean_wouter_20
2761,189,uniform_euclidean_wouter_20
2762,189,uniform_euclidean_wouter_20
2763,189,uniform_euclidean_wouter_20
2764,189,uniform_euclidean_wouter_20
2765,189,uniform_euclidean_wouter_20
2766,189,uniform_euclidean_wouter_20
2767,166,uniform_euclidean_wouter_20
2768,166,uniform_euclidean_wouter_20
2769,177,uniform_euclidean_wouter_20
2770,177,uniform_euclidean_wouter_20
2771,177,uniform_euclidean_wouter_20
2772,177,uniform_euclidean_wouter_20
2773,172,uniform_euclidean_wouter_20
2774,172,uniform_euclidean_wouter_20
2775,174,uniform_euclidean_wouter_20
2776,179,uniform_euclidean_wouter_20
2777,179,uniform_euclidean_wouter_20
2778,179,uniform_euclidean_wouter_20
2779,366,uniform_euclidean_wouter_20
2780,366,uniform_euclidean_wouter_20
2781,399,uniform_euclidean_wouter_20
2782,399,uniform_euclidean_wouter_20
2783,399,uniform_euclidean_wouter_20
2784,399,uniform_euclidean_wouter_20
2785,399,uniform_euclidean_wouter_20
2786,327,uniform_euclidean_wouter_20
2787,327,uniform_euclidean_wouter_20
2788,327,uniform_euclidean_wouter_20
2789,327,uniform_euclidean_wouter_20
2790,327,uniform_euclidean_wouter_20
2791,327,uniform_euclidean_wouter_20
2792,476,uniform_euclidean_wouter_20
2793,476,uniform_euclidean_wouter_20
2794,470,uniform_euclidean_wouter_20
2795,369,uniform_euclidean_wouter_20
2796,369,uniform_euclidean_wouter_20
2797,369,uniform_euclidean_wouter_20
2798,369,uniform_euclidean_wouter_20
2799,369,uniform_euclidean_wouter_20
2800,369,uniform_euclidean_wouter_20
2801,248,uniform_euclidean_wouter_20
2802,248,uniform_euclidean_wouter_20
2803,343,uniform_euclidean_wouter_20
2804,343,uniform_euclidean_wouter_20
2805,343,uniform_euclidean_wouter_20
2806,343,uniform_euclidean_wouter_20
2807,343,uniform_euclidean_wouter_20
2808,256,uniform_euclidean_wouter_20
2809,338,uniform_euclidean_wouter_20
2810,222,uniform_euclidean_wouter_20
2811,222,uniform_euclidean_wouter_20
2812,215,uniform_euclidean_wouter_20
2813,215,uniform_euclidean_wouter_20
2814,170,uniform_euclidean_wouter_20
2815,244,uniform_euclidean_wouter_20
2816,245,uniform_euclidean_wouter_20
2817,237,uniform_euclidean_wouter_20
2818,243,uniform_euclidean_wouter_20
2819,243,uniform_euclidean_wouter_20
2820,243,uniform_euclidean_wouter_20
2821,242,uniform_euclidean_wouter_20
2822,242,uniform_euclidean_wouter_20
2823,126,uniform_euclidean_wouter_20
2824,126,uniform_euclidean_wouter_20
2825,424,uniform_euclidean_wouter_20
2826,425,uniform_euclidean_wouter_20
2827,225,uniform_euclidean_wouter_20
2828,225,uniform_euclidean_wouter_20
2829,225,uniform_euclidean_wouter_20
2830,225,uniform_euclidean_wouter_20
2831,203,uniform_euclidean_wouter_20
2832,322,uniform_euclidean_wouter_20
2833,322,uniform_euclidean_wouter_20
2834,322,uniform_euclidean_wouter_20
2835,322,uniform_euclidean_wouter_20
2836,322,uniform_euclidean_wouter_20
2837,343,uniform_euclidean_wouter_20
2838,369,uniform_euclidean_wouter_20
