generation,iterations,hardest_value,optimal_cost,file_path,mutation_type,generation_type,distribution,city_size,range,normed_unique_distances,log_iterations,nearest_neighbor_norm,num_distinct_distances
55,163027,163027,338.0,../data/Continuation/lognormal_euclidean/city20_range3.0_wouter.json,inplace,euclidean,lognormal,20,3.0,0.15789473684210525,12.001671110243203,0.9999999999999998,30
61,459196,459196,339.0,../data/Continuation/lognormal_euclidean/city20_range3.0_wouter.json,inplace,euclidean,lognormal,20,3.0,0.1631578947368421,13.037232413148162,0.9999999999999997,31
73,3425488,3425488,340.0,../data/Continuation/lognormal_euclidean/city20_range3.0_wouter.json,inplace,euclidean,lognormal,20,3.0,0.1631578947368421,15.046754501280727,0.9999999999999997,31
76,3427200,3427200,340.0,../data/Continuation/lognormal_euclidean/city20_range3.0_wouter.json,inplace,euclidean,lognormal,20,3.0,0.16842105263157894,15.047254159235568,0.9999999999999997,32
1,30662,30662,304.0,../data/Continuation/lognormal_euclidean/city20_range4.4_swap.json,swap,euclidean,lognormal,20,4.4,0.12631578947368421,10.330779381870432,1.0,24
2,68596,68596,282.0,../data/Continuation/lognormal_euclidean/city20_range4.4_swap.json,swap,euclidean,lognormal,20,4.4,0.12631578947368421,11.135989502976052,1.0,24
1,56440,56440,271.0,../data/Continuation/lognormal_euclidean/city20_range2.6_swap.json,swap,euclidean,lognormal,20,2.6,0.16842105263157894,10.940933405966767,1.0,32
2,61457,61457,271.0,../data/Continuation/lognormal_euclidean/city20_range2.6_swap.json,swap,euclidean,lognormal,20,2.6,0.16842105263157894,11.026093022257536,1.0,32
6,88305,88305,252.0,../data/Continuation/lognormal_euclidean/city20_range2.6_swap.json,swap,euclidean,lognormal,20,2.6,0.16842105263157894,11.388552010130482,0.9999999999999998,32
13,90163,90163,252.0,../data/Continuation/lognormal_euclidean/city20_range2.6_swap.json,swap,euclidean,lognormal,20,2.6,0.16842105263157894,11.409374422339333,0.9999999999999998,32
22,178318,178318,253.0,../data/Continuation/lognormal_euclidean/city20_range2.6_swap.json,swap,euclidean,lognormal,20,2.6,0.16842105263157894,12.091323752205025,1.0000000000000002,32
1,11966635,11966635,361.0,../data/Continuation/lognormal_euclidean/city30_range1.2_wouter.json,inplace,euclidean,lognormal,30,1.2,0.04827586206896552,16.297632918547343,1.0000000000000002,21
2,11966643,11966643,361.0,../data/Continuation/lognormal_euclidean/city30_range1.2_wouter.json,inplace,euclidean,lognormal,30,1.2,0.05057471264367816,16.297633587072564,1.0000000000000002,22
1,330347,330347,300.0,../data/Continuation/lognormal_euclidean/city20_range4.6_wouter.json,inplace,euclidean,lognormal,20,4.6,0.1368421052631579,12.707898896139367,1.0,26
2,357817,357817,301.0,../data/Continuation/lognormal_euclidean/city20_range4.6_wouter.json,inplace,euclidean,lognormal,20,4.6,0.14210526315789473,12.78777696150493,1.0,27
15,402172,402172,301.0,../data/Continuation/lognormal_euclidean/city20_range4.6_wouter.json,inplace,euclidean,lognormal,20,4.6,0.14736842105263157,12.904635136791391,1.0,28
