violation_count,total_violation_magnitude,average_violation_magnitude,violation_ratio,configuration,iteration,generation,optimal_cost
1801,110830104.0,61538.092171016106,0.2633040935672515,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12112,890,88776.0
1803,110996933.0,61562.35884636717,0.26359649122807016,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12160,891,88776.0
1808,110896414.0,61336.51216814159,0.26432748538011697,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12162,893,88776.0
1811,111132761.0,61365.411927112094,0.26476608187134504,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12247,894,88776.0
1813,111293683.0,61386.477109762825,0.2650584795321637,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12625,900,88776.0
1814,111299548.0,61355.86990077177,0.2652046783625731,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12703,907,88776.0
1808,111307701.0,61563.993915929204,0.26432748538011697,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12708,919,88776.0
1807,111447724.0,61675.55285002767,0.26418128654970763,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",12792,920,88776.0
1806,111368695.0,61665.94407530454,0.26403508771929823,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",13078,932,89019.0
1805,111359672.0,61695.10914127424,0.2638888888888889,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",13636,940,89215.0
1805,111607579.0,61832.45373961219,0.2638888888888889,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14021,948,89215.0
1802,110623571.0,61389.32907880133,0.2634502923976608,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14089,949,89215.0
1800,110592905.0,61440.50277777778,0.2631578947368421,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14091,951,89215.0
1799,110428045.0,61383.01556420233,0.26301169590643275,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14099,952,89215.0
1798,110431899.0,61419.29866518354,0.2628654970760234,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14597,962,89215.0
1796,110264531.0,61394.50501113586,0.2625730994152047,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14630,963,89215.0
1795,110435320.0,61523.855153203345,0.26242690058479534,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14709,965,89215.0
1789,110282821.0,61644.953046394636,0.2615497076023392,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14740,968,89215.0
1789,110367813.0,61692.46115148127,0.2615497076023392,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",14741,973,89215.0
1791,110662165.0,61787.92015633724,0.2618421052631579,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",15533,979,89215.0
1798,110842905.0,61647.8893214683,0.2628654970760234,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",16095,987,89215.0
1799,111017116.0,61710.459143968874,0.26301169590643275,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",16263,988,89215.0
1792,110987725.0,61935.11439732143,0.26198830409356727,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",16402,989,89215.0
1790,111179499.0,62111.45195530726,0.26169590643274854,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",16404,991,89215.0
1788,110975268.0,62066.70469798658,0.2614035087719298,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 20, 'range': 1.2, 'mutation_type': 'inplace'}",16417,994,89215.0
7889,670201312931.0,84953899.47154266,0.32385057471264367,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",181,1,1123.0
7873,676783040829.0,85962535.35234345,0.3231937602627258,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",273,2,1871.0
7907,680738419293.0,86093135.10724674,0.3245894909688013,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",328,4,2937.0
7968,679114598110.0,85230245.74673694,0.3270935960591133,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",332,40,2235.0
7862,674187047341.0,85752613.50050877,0.3227422003284072,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",570,56,2218.0
7799,677236572844.0,86836334.51006539,0.3201559934318555,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",710,59,2900.0
7859,661167228734.0,84128671.42562667,0.32261904761904764,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",978,68,2242.0
7945,681295495316.0,85751478.32800503,0.3261494252873563,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",1393,505,2781.0
7973,682285810837.0,85574540.42857143,0.32729885057471264,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 4.2, 'mutation_type': 'scramble'}",1540,776,3890.0
4981,140061714.0,28119.19574382654,0.20447454844006568,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",1211,1,172595.0
4978,140029635.0,28129.697669746885,0.20435139573070607,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",1749,10,172595.0
4984,139988480.0,28087.576243980737,0.2045977011494253,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",1750,11,172595.0
4990,139836469.0,28023.340480961924,0.2048440065681445,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",2521,33,174023.0
4989,139891821.0,28040.052315093206,0.20480295566502463,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",2526,50,174023.0
4992,139907000.0,28026.24198717949,0.20492610837438424,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",5201,61,176200.0
4991,139847734.0,28019.982768984173,0.20488505747126437,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",7743,66,176200.0
4982,139674899.0,28035.909072661583,0.20451559934318556,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",9280,70,175975.0
4996,140213865.0,28065.225180144116,0.2050903119868637,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",9302,71,175975.0
4998,140219873.0,28055.19667867147,0.20517241379310344,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",9317,81,175975.0
4995,140243473.0,28076.77137137137,0.20504926108374386,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",9326,84,175975.0
4999,140255035.0,28056.618323664734,0.2052134646962233,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",10270,86,175975.0
5001,140310014.0,28056.39152169566,0.20529556650246306,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",11014,98,175975.0
5003,140350932.0,28053.35438736758,0.2053776683087028,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13139,105,175975.0
4997,140117093.0,28040.24274564739,0.20513136288998357,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13291,113,175975.0
4996,140122438.0,28046.92514011209,0.2050903119868637,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13343,118,175975.0
4995,140124707.0,28052.994394394394,0.20504926108374386,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13394,130,175975.0
4999,140186676.0,28042.94378875775,0.2052134646962233,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13412,135,175975.0
4999,140146895.0,28034.98599719944,0.2052134646962233,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13416,144,175975.0
4999,140143716.0,28034.350070014003,0.2052134646962233,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13476,145,175975.0
4995,140143871.0,28056.83103103103,0.20504926108374386,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13477,146,175975.0
4999,140135556.0,28032.71774354871,0.2052134646962233,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13478,166,175975.0
4998,140142481.0,28039.712084833933,0.20517241379310344,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13480,169,175975.0
5014,140771018.0,28075.59194256083,0.20582922824302136,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",13746,180,175975.0
5016,140821150.0,28074.391945773525,0.20591133004926107,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",14019,193,175975.0
5020,140823102.0,28052.410756972113,0.20607553366174056,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",14468,194,175975.0
5029,140793634.0,27996.347981706105,0.20644499178981937,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",14469,197,175975.0
5040,140865564.0,27949.516666666666,0.20689655172413793,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",14775,201,175975.0
5037,140720219.0,27937.307722850903,0.20677339901477831,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",15420,203,175975.0
5039,140995676.0,27980.88430244096,0.20685550082101806,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",15421,214,175975.0
5041,141012707.0,27973.16147589764,0.2069376026272578,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",16080,216,175975.0
5044,140976122.0,27949.270816812055,0.2070607553366174,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",16087,224,175975.0
5043,140979442.0,27955.47134642078,0.20701970443349754,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",16248,225,175975.0
5044,140963862.0,27946.840206185567,0.2070607553366174,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",16897,227,175975.0
5045,140953746.0,27939.29554013875,0.20710180623973728,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",16899,228,175975.0
5045,140899067.0,27928.45728444004,0.20710180623973728,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",20041,242,175975.0
5045,140944723.0,27937.50703666997,0.20710180623973728,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",20048,247,175975.0
5048,141022222.0,27936.256339144216,0.20722495894909687,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",21561,254,175975.0
5047,141015905.0,27940.539924707748,0.207183908045977,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",21661,262,175975.0
5039,140864985.0,27954.948402460806,0.20685550082101806,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",25517,266,175975.0
5038,140869568.0,27961.406907502977,0.20681444991789819,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",25684,268,175975.0
5040,140888214.0,27954.010714285716,0.20689655172413793,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",25687,284,175975.0
5040,140887214.0,27953.812301587302,0.20689655172413793,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26467,287,175975.0
5038,140711011.0,27929.934696308057,0.20681444991789819,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26493,288,175975.0
5038,140718146.0,27931.350932909885,0.20681444991789819,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26577,301,175975.0
5045,141083722.0,27965.058870168483,0.20710180623973728,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26578,307,175975.0
5043,141091113.0,27977.61511005354,0.20701970443349754,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26583,309,175975.0
5041,141156400.0,28001.666336044436,0.2069376026272578,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26817,314,175975.0
5044,141161492.0,27986.021411578113,0.2070607553366174,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26823,323,175975.0
5041,141389190.0,28047.84566554255,0.2069376026272578,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26844,324,175975.0
5042,141382582.0,28040.972233240776,0.20697865353037767,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26846,343,175975.0
5044,141379165.0,28029.176249008724,0.2070607553366174,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",26848,344,175975.0
5045,141424246.0,28032.556194251734,0.20710180623973728,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",27045,349,175975.0
5043,141453629.0,28049.50009914733,0.20701970443349754,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",27116,352,175975.0
5039,141375873.0,28056.33518555269,0.20685550082101806,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",27330,361,175975.0
5052,141892037.0,28086.309778305622,0.20738916256157636,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",27507,371,175975.0
5055,141723303.0,28036.26172106825,0.20751231527093597,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",27509,372,175975.0
5066,141764852.0,27983.587050927752,0.20796387520525453,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",27629,386,175975.0
5062,141723821.0,27997.594033978665,0.20779967159277504,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",28539,392,175975.0
5061,141660750.0,27990.663900414937,0.20775862068965517,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",28545,393,175975.0
5074,141841428.0,27954.558139534885,0.20829228243021347,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",28909,398,175975.0
5073,141901122.0,27971.835600236547,0.2082512315270936,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29371,401,175975.0
5074,141890354.0,27964.200630666142,0.20829228243021347,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29394,403,175975.0
5064,141909004.0,28023.10505529226,0.20788177339901479,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29400,406,175975.0
5062,141850292.0,28022.57842749901,0.20779967159277504,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29406,408,175975.0
5058,141870042.0,28048.64412811388,0.20763546798029556,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29836,418,175975.0
5056,141875748.0,28060.867879746835,0.20755336617405584,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29847,421,175975.0
5059,141900744.0,28049.16861039731,0.20767651888341543,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29868,426,175975.0
5056,141954645.0,28076.472507911392,0.20755336617405584,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",29869,430,175975.0
5052,141993970.0,28106.486539984166,0.20738916256157636,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52873,436,175958.0
5050,141969479.0,28112.76811881188,0.20730706075533661,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52879,437,175958.0
5048,141949382.0,28119.925118858955,0.20722495894909687,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52884,444,175958.0
5050,141946435.0,28108.20495049505,0.20730706075533661,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52901,450,175958.0
5053,142331556.0,28167.733227785473,0.20743021346469623,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52903,453,175958.0
5053,142550868.0,28211.13556303186,0.20743021346469623,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52910,454,175958.0
5056,142380939.0,28160.786985759492,0.20755336617405584,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52911,475,175958.0
5052,142384151.0,28183.71951702296,0.20738916256157636,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52965,476,175958.0
5050,142388360.0,28195.714851485147,0.20730706075533661,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",52969,482,175958.0
5047,142391384.0,28213.07390529027,0.207183908045977,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",53853,486,175958.0
5046,142454301.0,28231.133769322234,0.20714285714285716,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",53879,489,175958.0
5037,142201872.0,28231.461584276356,0.20677339901477831,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",53881,492,175958.0
5039,142212265.0,28222.318912482635,0.20685550082101806,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54048,502,175958.0
5039,142210957.0,28222.059337170074,0.20685550082101806,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54050,507,175958.0
5035,142196353.0,28241.57954319762,0.2066912972085386,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54051,515,175958.0
5036,142168748.0,28230.490071485307,0.20673234811165844,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54079,516,175958.0
5036,142174366.0,28231.605639396348,0.20673234811165844,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54115,518,175958.0
5040,142342672.0,28242.59365079365,0.20689655172413793,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54159,519,175958.0
5035,142328382.0,28267.801787487588,0.2066912972085386,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54163,523,175958.0
5046,142387775.0,28217.949861276258,0.20714285714285716,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54165,526,175958.0
5046,142446453.0,28229.57847800238,0.20714285714285716,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54167,533,175958.0
5040,142405610.0,28255.08134920635,0.20689655172413793,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54174,543,175958.0
5036,142123366.0,28221.47855440826,0.20673234811165844,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54226,544,175958.0
5041,142196848.0,28208.06347946836,0.2069376026272578,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",54271,547,175958.0
5037,141953709.0,28182.193567599763,0.20677339901477831,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",55190,557,175958.0
5038,142118207.0,28209.251091703056,0.20681444991789819,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",58323,566,175958.0
5031,142000273.0,28225.059232756907,0.2065270935960591,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",58324,567,175958.0
5026,141961238.0,28245.371667329884,0.20632183908045976,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",58434,568,175958.0
5024,141942383.0,28252.862858280256,0.20623973727422004,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",61275,572,175958.0
5014,141933215.0,28307.382329477463,0.20582922824302136,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",61627,574,175958.0
5025,142397058.0,28337.722985074626,0.2062807881773399,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",61649,579,175958.0
5025,142697487.0,28397.509850746268,0.2062807881773399,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",61692,585,175958.0
5031,142628490.0,28349.928443649373,0.2065270935960591,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",61987,589,175958.0
5028,142630847.0,28367.31245027844,0.2064039408866995,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",62646,590,175958.0
5027,142633479.0,28373.47901332803,0.20636288998357963,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",62649,596,175958.0
5024,142629777.0,28389.684912420384,0.20623973727422004,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",64015,600,175958.0
5019,142613221.0,28414.66845985256,0.20603448275862069,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",65553,601,175958.0
5031,142854534.0,28394.858676207514,0.2065270935960591,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",65567,603,175958.0
5032,142748824.0,28368.20826709062,0.20656814449917899,"{'distribution': 'lognormal', 'generation_type': 'asymmetric', 'city_size': 30, 'range': 0.8, 'mutation_type': 'swap'}",65569,607,175958.0
