size,range,mutations,continuation,tsp type,distribution,mutation strategy
20,[100],1000,,symmetric,uniform,scramble
30,[5],1000,,symmetric,uniform,scramble
30,[10],1000,,symmetric,uniform,scramble
30,[15],1000,,symmetric,uniform,scramble
30,[20],1000,,symmetric,uniform,scramble
30,[25],1000,,symmetric,uniform,scramble
30,[30],1000,,symmetric,uniform,scramble
30,[35],1000,,symmetric,uniform,scramble
30,[40],1000,,symmetric,uniform,scramble
30,[45],1000,,symmetric,uniform,scramble
30,[50],1000,,symmetric,uniform,scramble
30,[55],1000,,symmetric,uniform,scramble
30,[60],1000,,symmetric,uniform,scramble
30,[65],1000,,symmetric,uniform,scramble
30,[70],1000,,symmetric,uniform,scramble
30,[75],1000,,symmetric,uniform,scramble
30,[80],1000,,symmetric,uniform,scramble
30,[85],1000,,symmetric,uniform,scramble
30,[90],1000,,symmetric,uniform,scramble
30,[95],1000,,symmetric,uniform,scramble
30,[100],1000,,symmetric,uniform,scramble
30,[0.2],1000,,symmetric,lognormal,scramble
30,[0.4],1000,,symmetric,lognormal,scramble
30,[0.6],1000,,symmetric,lognormal,scramble
30,[0.8],1000,,symmetric,lognormal,scramble
30,[1.0],1000,,symmetric,lognormal,scramble
30,[1.2],1000,,symmetric,lognormal,scramble
30,[1.4],1000,,symmetric,lognormal,scramble
30,[1.6],1000,,symmetric,lognormal,scramble
30,[1.8],1000,,symmetric,lognormal,scramble
30,[2.0],1000,,symmetric,lognormal,scramble
30,[2.2],1000,,symmetric,lognormal,scramble
