generation,iterations,sad,frobenius,symmetric_ratio,mean_asymmetry,mutation_type,generation_type,distribution,city_size,range
iteration_197,34363.0,8862616.0,2100757.23446999,0.0,222702.88045977012,swap,asymmetric,lognormal,30,2.0
iteration_198,34841.0,8862616.0,2100722.853469729,0.0,222702.88045977012,swap,asymmetric,lognormal,30,2.0
iteration_200,34844.0,9989106.0,2246670.061922756,0.0,223669.90574712644,swap,asymmetric,lognormal,30,2.0
iteration_205,35049.0,10001976.0,2246688.493225084,0.0,223699.491954023,swap,asymmetric,lognormal,30,2.0
iteration_206,35061.0,10012142.0,2246699.9931828906,0.0,223719.70804597702,swap,asymmetric,lognormal,30,2.0
iteration_219,35079.0,10012142.0,2244945.495002941,0.0,223487.4183908046,swap,asymmetric,lognormal,30,2.0
iteration_224,38517.0,10123038.0,2246314.5899321404,0.0,223381.491954023,swap,asymmetric,lognormal,30,2.0
iteration_256,38519.0,10132114.0,2246330.167624074,0.0,223381.491954023,swap,asymmetric,lognormal,30,2.0
iteration_261,38553.0,10573396.0,2267898.6140786805,0.0,223344.14022988506,swap,asymmetric,lognormal,30,2.0
iteration_274,38560.0,10585012.0,2267913.4880916425,0.0,223370.84367816092,swap,asymmetric,lognormal,30,2.0
iteration_278,38803.0,10586322.0,2267913.6772633125,0.0,223370.84367816092,swap,asymmetric,lognormal,30,2.0
iteration_288,39631.0,11661968.0,2392057.6092928867,0.0,223133.90574712644,swap,asymmetric,lognormal,30,2.0
iteration_292,39665.0,11700072.0,2392209.347775399,0.0,223056.4252873563,swap,asymmetric,lognormal,30,2.0
iteration_297,39706.0,11784432.0,2392952.9599187695,0.0,223140.84367816092,swap,asymmetric,lognormal,30,2.0
iteration_302,39994.0,11792606.0,2392969.8598423675,0.0,223103.3724137931,swap,asymmetric,lognormal,30,2.0
iteration_311,39996.0,11843576.0,2393241.2583281277,0.0,223217.08735632183,swap,asymmetric,lognormal,30,2.0
iteration_315,39998.0,11846668.0,2393485.522829833,0.0,221493.24827586208,swap,asymmetric,lognormal,30,2.0
iteration_318,40786.0,11938602.0,2394368.1584447282,0.0,221330.816091954,swap,asymmetric,lognormal,30,2.0
iteration_340,40790.0,15476606.0,3462908.464020093,0.0,221347.29425287357,swap,asymmetric,lognormal,30,2.0
iteration_356,40795.0,17163678.0,3662627.6082580388,0.0,221358.29195402298,swap,asymmetric,lognormal,30,2.0
iteration_359,40837.0,17176318.0,3662638.5136365835,0.0,221374.7471264368,swap,asymmetric,lognormal,30,2.0
iteration_370,43815.0,18697132.0,3817244.882486844,0.0,221684.10804597702,swap,asymmetric,lognormal,30,2.0
iteration_373,43816.0,18710800.0,3817257.117353244,0.0,221684.10804597702,swap,asymmetric,lognormal,30,2.0
iteration_375,43818.0,18843962.0,3818418.2535581407,0.0,221610.1632183908,swap,asymmetric,lognormal,30,2.0
iteration_395,43819.0,18844106.0,3818418.2549157706,0.0,221609.83218390806,swap,asymmetric,lognormal,30,2.0
iteration_399,43822.0,18848704.0,3818459.7260824945,0.0,221377.65747126436,swap,asymmetric,lognormal,30,2.0
iteration_405,43834.0,19874906.0,3886795.589186033,0.0,221709.9287356322,swap,asymmetric,lognormal,30,2.0
iteration_409,44103.0,19971480.0,3887395.428928475,0.0,221679.51494252874,swap,asymmetric,lognormal,30,2.0
iteration_410,45337.0,19971956.0,3887395.4434996704,0.0,221678.42068965518,swap,asymmetric,lognormal,30,2.0
iteration_421,45338.0,20053908.0,3887827.336610256,0.0,221798.7011494253,swap,asymmetric,lognormal,30,2.0
iteration_439,45378.0,20063446.0,3887833.186495532,0.0,221798.7011494253,swap,asymmetric,lognormal,30,2.0
iteration_448,46641.0,21363220.0,3994991.0026874905,0.0,221798.7011494253,swap,asymmetric,lognormal,30,2.0
iteration_457,47359.0,21363220.0,3994988.527909686,0.0,221491.95172413794,swap,asymmetric,lognormal,30,2.0
iteration_458,47558.0,21432170.0,3995286.020972716,0.0,221580.83448275863,swap,asymmetric,lognormal,30,2.0
iteration_463,47561.0,21461712.0,3995340.6305673113,0.0,221648.7471264368,swap,asymmetric,lognormal,30,2.0
iteration_465,47578.0,22175694.0,4027112.104526518,0.0,221425.87816091953,swap,asymmetric,lognormal,30,2.0
iteration_469,48209.0,22270392.0,4027668.774617148,0.0,221529.85057471265,swap,asymmetric,lognormal,30,2.0
iteration_485,48226.0,22512886.0,4031317.083540316,0.0,221812.71494252875,swap,asymmetric,lognormal,30,2.0
iteration_489,49968.0,22513696.0,4031317.124228011,0.0,221812.71494252875,swap,asymmetric,lognormal,30,2.0
iteration_501,50055.0,22541964.0,4031366.6784362346,0.0,221761.0367816092,swap,asymmetric,lognormal,30,2.0
iteration_505,50165.0,23077506.0,4049113.4724638183,0.0,221816.2735632184,swap,asymmetric,lognormal,30,2.0
iteration_510,50351.0,23079768.0,4049115.1204538504,0.0,221791.72183908045,swap,asymmetric,lognormal,30,2.0
iteration_512,51043.0,23188494.0,4049844.9266886753,0.0,221791.72183908045,swap,asymmetric,lognormal,30,2.0
iteration_543,51045.0,23215174.0,4049888.867787115,0.0,221826.0344827586,swap,asymmetric,lognormal,30,2.0
iteration_559,52863.0,23218374.0,4049891.9967606543,0.0,221809.57931034482,swap,asymmetric,lognormal,30,2.0
iteration_560,52864.0,23218374.0,4046291.268075001,0.0,221830.6,swap,asymmetric,lognormal,30,2.0
iteration_563,52865.0,23226276.0,4046295.1260260292,0.0,221848.76551724138,swap,asymmetric,lognormal,30,2.0
iteration_585,52977.0,23226964.0,4046298.086198544,0.0,221848.76551724138,swap,asymmetric,lognormal,30,2.0
iteration_591,53207.0,23227032.0,4046298.086484237,0.0,221848.76551724138,swap,asymmetric,lognormal,30,2.0
iteration_608,60502.0,28678316.0,5695046.407366493,0.0,221586.55862068967,swap,asymmetric,lognormal,30,2.0
iteration_614,60549.0,28678316.0,5693232.838494136,0.0,221679.27586206896,swap,asymmetric,lognormal,30,2.0
iteration_621,60617.0,28786312.0,5693744.964548026,0.0,221927.54252873562,swap,asymmetric,lognormal,30,2.0
iteration_631,60621.0,29106606.0,5698312.223846637,0.0,221931.07816091954,swap,asymmetric,lognormal,30,2.0
iteration_635,63695.0,29288606.0,5699765.2759074215,0.0,221908.5172413793,swap,asymmetric,lognormal,30,2.0
iteration_645,64222.0,29333718.0,5699854.537329176,0.0,221898.3563218391,swap,asymmetric,lognormal,30,2.0
iteration_649,64223.0,29338980.0,5699855.75177425,0.0,221910.45287356322,swap,asymmetric,lognormal,30,2.0
iteration_650,64225.0,29374104.0,5699909.862333088,0.0,221910.45287356322,swap,asymmetric,lognormal,30,2.0
iteration_663,66044.0,29396422.0,5699939.710115362,0.0,221902.42988505747,swap,asymmetric,lognormal,30,2.0
iteration_670,66051.0,29435784.0,5702858.576763586,0.0,221919.45977011495,swap,asymmetric,lognormal,30,2.0
iteration_680,66068.0,30203690.0,5728650.430859261,0.0,221919.45977011495,swap,asymmetric,lognormal,30,2.0
iteration_692,66395.0,30209336.0,5728660.476297579,0.0,222013.183908046,swap,asymmetric,lognormal,30,2.0
iteration_705,66396.0,30442442.0,5731170.308297948,0.0,222118.5540229885,swap,asymmetric,lognormal,30,2.0
iteration_708,66397.0,30566116.0,5731967.8088002205,0.0,222118.5540229885,swap,asymmetric,lognormal,30,2.0
iteration_710,66432.0,30568984.0,5731968.1675523985,0.0,222120.53103448276,swap,asymmetric,lognormal,30,2.0
iteration_728,66458.0,30609772.0,5732040.727725685,0.0,222120.53103448276,swap,asymmetric,lognormal,30,2.0
iteration_732,69777.0,30617616.0,5732302.141870925,0.0,223803.0551724138,swap,asymmetric,lognormal,30,2.0
iteration_736,71174.0,30653732.0,5732359.028220929,0.0,223770.85747126437,swap,asymmetric,lognormal,30,2.0
iteration_746,71176.0,31001524.0,5737631.886593807,0.0,223779.32643678162,swap,asymmetric,lognormal,30,2.0
iteration_748,71188.0,31320146.0,5742053.609598225,0.0,223817.50114942528,swap,asymmetric,lognormal,30,2.0
iteration_755,71374.0,31320146.0,5741660.8141209455,0.0,223883.2896551724,swap,asymmetric,lognormal,30,2.0
iteration_772,72354.0,31347232.0,5741692.758247345,0.0,223933.96091954023,swap,asymmetric,lognormal,30,2.0
iteration_782,72357.0,31387820.0,5741764.486896167,0.0,223854.3655172414,swap,asymmetric,lognormal,30,2.0
iteration_786,72524.0,31490368.0,5742449.904432254,0.0,223641.24827586208,swap,asymmetric,lognormal,30,2.0
iteration_788,72525.0,31642438.0,5743475.569352062,0.0,223990.83448275863,swap,asymmetric,lognormal,30,2.0
iteration_798,72526.0,31642438.0,5743499.84148028,0.0,224006.9724137931,swap,asymmetric,lognormal,30,2.0
iteration_808,74845.0,31643210.0,5743499.867421954,0.0,224006.9724137931,swap,asymmetric,lognormal,30,2.0
iteration_825,76881.0,31897830.0,5746321.11870508,0.0,224053.06896551725,swap,asymmetric,lognormal,30,2.0
iteration_845,77024.0,32108446.0,5748581.499181516,0.0,224207.0091954023,swap,asymmetric,lognormal,30,2.0
iteration_847,78470.0,32593446.0,5758802.110919597,0.0,224301.60229885057,swap,asymmetric,lognormal,30,2.0
iteration_861,78474.0,32666516.0,5759033.891650751,0.0,224135.16091954024,swap,asymmetric,lognormal,30,2.0
iteration_863,81968.0,33283044.0,5775656.702066528,0.0,224042.6183908046,swap,asymmetric,lognormal,30,2.0
iteration_870,82646.0,33283044.0,5775299.939814208,0.0,224124.40229885056,swap,asymmetric,lognormal,30,2.0
iteration_883,82649.0,33342206.0,5775451.451266819,0.0,224124.40229885056,swap,asymmetric,lognormal,30,2.0
iteration_893,82673.0,33364562.0,5775473.085497672,0.0,224175.79540229886,swap,asymmetric,lognormal,30,2.0
iteration_895,85974.0,33370632.0,5775474.680384115,0.0,224175.79540229886,swap,asymmetric,lognormal,30,2.0
iteration_897,86100.0,35745506.0,6014658.846659219,0.0,224206.81149425288,swap,asymmetric,lognormal,30,2.0
iteration_902,87214.0,35754592.0,6014662.278082952,0.0,224193.1011494253,swap,asymmetric,lognormal,30,2.0
iteration_904,87215.0,35991698.0,6016998.582932523,0.0,224193.1011494253,swap,asymmetric,lognormal,30,2.0
iteration_910,87399.0,36070584.0,6017390.817338857,0.0,223924.4252873563,swap,asymmetric,lognormal,30,2.0
iteration_935,87404.0,36112140.0,6017480.114492278,0.0,223992.82068965517,swap,asymmetric,lognormal,30,2.0
iteration_937,87420.0,39078160.0,6372495.919850401,0.0,223774.1264367816,swap,asymmetric,lognormal,30,2.0
iteration_959,87634.0,39078160.0,6372481.466915538,0.0,223772.5908045977,swap,asymmetric,lognormal,30,2.0
iteration_963,87887.0,39180880.0,6372895.397335657,0.0,223759.15172413792,swap,asymmetric,lognormal,30,2.0
iteration_964,87894.0,39250220.0,6373179.5449572895,0.0,223988.3103448276,swap,asymmetric,lognormal,30,2.0
iteration_967,87929.0,39489492.0,6375424.93150488,0.0,223972.61379310346,swap,asymmetric,lognormal,30,2.0
iteration_972,106330.0,39491560.0,6375425.613818265,0.0,223967.85977011494,swap,asymmetric,lognormal,30,2.0
iteration_973,106338.0,39526620.0,6375484.67813938,0.0,223869.09655172413,swap,asymmetric,lognormal,30,2.0
iteration_978,106352.0,39632392.0,6375951.698086647,0.0,223869.09655172413,swap,asymmetric,lognormal,30,2.0
iteration_980,106354.0,39632392.0,6375899.120619146,0.0,223753.9287356322,swap,asymmetric,lognormal,30,2.0
iteration_982,113683.0,39632788.0,6375906.025912553,0.0,223039.0459770115,swap,asymmetric,lognormal,30,2.0
iteration_985,120140.0,39632788.0,6375891.200019179,0.0,223099.05057471263,swap,asymmetric,lognormal,30,2.0
iteration_991,120178.0,39758044.0,6376506.341818378,0.0,223101.3908045977,swap,asymmetric,lognormal,30,2.0
last,,40074514.0,6380431.784581668,,,swap,asymmetric,lognormal,30,2.0
iteration_0,0.0,0.0,0.0,0.0,19367049.684210528,inplace,asymmetric,lognormal,20,4.0
iteration_1,65.0,0.0,0.0,0.0,19367049.684210528,inplace,asymmetric,lognormal,20,4.0
iteration_6,68.0,18532.0,18532.0,0.0,19366952.610526316,inplace,asymmetric,lognormal,20,4.0
iteration_40,83.0,9249016.0,9230502.603286562,0.0,19319375.52631579,inplace,asymmetric,lognormal,20,4.0
iteration_68,166.0,10021998.0,9262811.64018809,0.0,19323341.2,inplace,asymmetric,lognormal,20,4.0
iteration_104,168.0,10022020.0,9262811.640214218,0.0,19323341.315789472,inplace,asymmetric,lognormal,20,4.0
iteration_126,186.0,10023336.0,9262811.733698575,0.0,19323348.242105264,inplace,asymmetric,lognormal,20,4.0
iteration_136,187.0,141768357.0,132070247.36671157,0.0,20016731.036842104,inplace,asymmetric,lognormal,20,4.0
iteration_139,204.0,141785519.0,132070248.48177816,0.0,20016653.036842104,inplace,asymmetric,lognormal,20,4.0
iteration_156,205.0,141787437.0,132070248.49570532,0.0,20016663.13157895,inplace,asymmetric,lognormal,20,4.0
iteration_168,223.0,142031694.0,132070474.36576958,0.0,20015386.37894737,inplace,asymmetric,lognormal,20,4.0
iteration_199,312.0,142041707.0,132070474.7453403,0.0,20015403.321052633,inplace,asymmetric,lognormal,20,4.0
iteration_211,313.0,142051346.0,132070475.09708554,0.0,20015454.05263158,inplace,asymmetric,lognormal,20,4.0
iteration_244,315.0,142060755.0,132070475.43224478,0.0,20015503.57368421,inplace,asymmetric,lognormal,20,4.0
iteration_246,349.0,142060928.0,132070475.43235809,0.0,20015504.484210525,inplace,asymmetric,lognormal,20,4.0
iteration_249,354.0,142066176.0,132070475.5366263,0.0,20015476.863157894,inplace,asymmetric,lognormal,20,4.0
iteration_253,379.0,142066900.0,132070475.53861074,0.0,20015473.05263158,inplace,asymmetric,lognormal,20,4.0
iteration_264,380.0,142329030.0,132070735.6727132,0.0,20014093.42105263,inplace,asymmetric,lognormal,20,4.0
iteration_267,421.0,142328889.0,132070735.41201733,0.0,20014092.678947367,inplace,asymmetric,lognormal,20,4.0
iteration_270,423.0,142329098.0,132070735.41218269,0.0,20014093.77894737,inplace,asymmetric,lognormal,20,4.0
iteration_276,479.0,142354649.0,132070737.88378851,0.0,20013959.3,inplace,asymmetric,lognormal,20,4.0
iteration_282,548.0,151031464.0,132355456.72057724,0.0,20059150.452631578,inplace,asymmetric,lognormal,20,4.0
iteration_284,560.0,151033719.0,132355456.73978697,0.0,20059162.321052633,inplace,asymmetric,lognormal,20,4.0
iteration_291,582.0,151307474.0,132355739.84757006,0.0,20058280.705263156,inplace,asymmetric,lognormal,20,4.0
iteration_302,587.0,151402327.0,132355773.83585975,0.0,20057781.478947368,inplace,asymmetric,lognormal,20,4.0
iteration_307,605.0,151402334.0,132355773.83585992,0.0,20057781.515789475,inplace,asymmetric,lognormal,20,4.0
iteration_318,606.0,151412806.0,132355774.2501327,0.0,20057779.94736842,inplace,asymmetric,lognormal,20,4.0
iteration_324,673.0,153542955.0,132372914.57135138,0.0,20046578.689473685,inplace,asymmetric,lognormal,20,4.0
iteration_325,674.0,865456866.0,724116016.3864837,0.0,23786768.210526317,inplace,asymmetric,lognormal,20,4.0
iteration_329,675.0,865460613.0,724116016.3961782,0.0,23786787.93157895,inplace,asymmetric,lognormal,20,4.0
iteration_347,694.0,865465273.0,724116016.4111727,0.0,23786763.40526316,inplace,asymmetric,lognormal,20,4.0
iteration_353,734.0,865474629.0,724116016.4716152,0.0,23786715.584210526,inplace,asymmetric,lognormal,20,4.0
iteration_357,735.0,865546314.0,724116020.0198997,0.0,23786384.336842105,inplace,asymmetric,lognormal,20,4.0
iteration_371,758.0,865554261.0,724116020.0635079,0.0,23786426.163157895,inplace,asymmetric,lognormal,20,4.0
iteration_378,760.0,865606823.0,724116021.9711883,0.0,23786149.521052632,inplace,asymmetric,lognormal,20,4.0
iteration_397,766.0,865608053.0,724116021.9722329,0.0,23786143.047368422,inplace,asymmetric,lognormal,20,4.0
iteration_419,768.0,865710192.0,724116029.1757576,0.0,23786680.62105263,inplace,asymmetric,lognormal,20,4.0
iteration_426,784.0,866215778.0,724116205.6786673,0.0,23784028.684210528,inplace,asymmetric,lognormal,20,4.0
iteration_430,788.0,867565978.0,724117464.4810814,0.0,23776922.36842105,inplace,asymmetric,lognormal,20,4.0
iteration_438,790.0,867568092.0,724117464.4841671,0.0,23776933.494736843,inplace,asymmetric,lognormal,20,4.0
iteration_441,792.0,1079085541.0,754377712.8219303,0.0,22769631.478947368,inplace,asymmetric,lognormal,20,4.0
iteration_451,846.0,1080404606.0,754378866.0447222,0.0,22762689.031578947,inplace,asymmetric,lognormal,20,4.0
iteration_469,1041.0,1080495660.0,754378871.5398595,0.0,22763168.263157893,inplace,asymmetric,lognormal,20,4.0
iteration_490,1051.0,1080495735.0,754378871.5398631,0.0,22763168.657894738,inplace,asymmetric,lognormal,20,4.0
iteration_522,1060.0,1080591493.0,754378877.6174423,0.0,22762681.13157895,inplace,asymmetric,lognormal,20,4.0
iteration_560,1063.0,1080651346.0,754378879.9918338,0.0,22762366.115789473,inplace,asymmetric,lognormal,20,4.0
iteration_570,1156.0,1083433382.0,754384009.839842,0.0,22747723.831578948,inplace,asymmetric,lognormal,20,4.0
iteration_577,1163.0,1084239012.0,754384440.0183077,0.0,22751963.989473686,inplace,asymmetric,lognormal,20,4.0
iteration_583,1165.0,1084850253.0,754384687.6476854,0.0,22753291.257894736,inplace,asymmetric,lognormal,20,4.0
iteration_589,1166.0,1084963732.0,754384696.182776,0.0,22753888.515789475,inplace,asymmetric,lognormal,20,4.0
iteration_590,1239.0,1084964497.0,754384696.1869637,0.0,22753892.542105265,inplace,asymmetric,lognormal,20,4.0
iteration_599,1253.0,1084964580.0,754384696.1872163,0.0,22753892.978947368,inplace,asymmetric,lognormal,20,4.0
iteration_613,1255.0,1084964820.0,754384696.1872544,0.0,22753894.242105264,inplace,asymmetric,lognormal,20,4.0
iteration_642,1270.0,1084965000.0,754384696.187276,0.0,22753895.189473685,inplace,asymmetric,lognormal,20,4.0
iteration_665,1271.0,1085088736.0,754384706.3350147,0.0,22754546.43157895,inplace,asymmetric,lognormal,20,4.0
iteration_670,1401.0,1085089213.0,754384706.3351655,0.0,22754548.942105263,inplace,asymmetric,lognormal,20,4.0
iteration_671,1402.0,1085142228.0,754384708.1980016,0.0,22754811.442105263,inplace,asymmetric,lognormal,20,4.0
iteration_680,1408.0,1085466259.0,754384777.7885454,0.0,22753152.089473683,inplace,asymmetric,lognormal,20,4.0
iteration_707,1464.0,1085466708.0,754384777.788679,0.0,22753149.72631579,inplace,asymmetric,lognormal,20,4.0
iteration_709,1467.0,1085709613.0,754384816.9725502,0.0,22751868.75263158,inplace,asymmetric,lognormal,20,4.0
iteration_712,1481.0,1122316764.0,755272490.9481642,0.0,22559608.178947367,inplace,asymmetric,lognormal,20,4.0
iteration_715,1494.0,1122316889.0,755272490.9481746,0.0,22559608.836842105,inplace,asymmetric,lognormal,20,4.0
iteration_724,1495.0,1127497196.0,755290256.2350945,0.0,22532344.063157894,inplace,asymmetric,lognormal,20,4.0
iteration_727,1503.0,1129639058.0,755293293.1891438,0.0,22521083.063157894,inplace,asymmetric,lognormal,20,4.0
iteration_731,1564.0,1129639812.0,755293293.1895201,0.0,22521087.031578947,inplace,asymmetric,lognormal,20,4.0
iteration_740,1575.0,1131588352.0,755295807.1157792,0.0,22525271.43157895,inplace,asymmetric,lognormal,20,4.0
iteration_786,1741.0,1131588504.0,755295807.1157944,0.0,22525272.231578946,inplace,asymmetric,lognormal,20,4.0
iteration_794,1742.0,1132110170.0,755295987.2673196,0.0,22523517.4,inplace,asymmetric,lognormal,20,4.0
iteration_809,1750.0,1132112270.0,755295987.2702389,0.0,22523519.22105263,inplace,asymmetric,lognormal,20,4.0
iteration_843,1752.0,1132184603.0,755295990.7338234,0.0,22523138.521052632,inplace,asymmetric,lognormal,20,4.0
iteration_874,1753.0,1131191385.0,755018446.2814546,0.0,22517911.057894737,inplace,asymmetric,lognormal,20,4.0
iteration_921,1755.0,1131346751.0,755018462.2668877,0.0,22518728.77368421,inplace,asymmetric,lognormal,20,4.0
iteration_959,1756.0,1131387281.0,755018463.4682103,0.0,22518493.205263156,inplace,asymmetric,lognormal,20,4.0
iteration_960,1962.0,1180373833.0,756605949.2594187,0.0,22261095.910526317,inplace,asymmetric,lognormal,20,4.0
iteration_975,1991.0,1180373851.0,756605949.2652265,0.0,22261096.005263157,inplace,asymmetric,lognormal,20,4.0
iteration_991,2414.0,1180407918.0,756605950.0321783,0.0,22260916.705263156,inplace,asymmetric,lognormal,20,4.0
last,,1180517127.0,756605957.9138277,,,inplace,asymmetric,lognormal,20,4.0
iteration_0,0.0,0.0,0.0,0.0,459378850.0482759,swap,asymmetric,lognormal,30,4.4
iteration_1,282.0,0.0,0.0,0.0,459378850.0482759,swap,asymmetric,lognormal,30,4.4
iteration_3,334.0,4704.0,3326.2302987015196,0.0,459378850.0482759,swap,asymmetric,lognormal,30,4.4
iteration_7,1027.0,1002146.0,705305.845353631,0.0,459376714.7747126,swap,asymmetric,lognormal,30,4.4
iteration_8,1050.0,1026750.0,705520.3851753683,0.0,459376664.12643677,swap,asymmetric,lognormal,30,4.4
iteration_9,1073.0,2059098.0,1015199.591435103,0.0,459379014.6275862,swap,asymmetric,lognormal,30,4.4
iteration_12,1074.0,20689616.0,13212824.477930978,0.0,459377947.0321839,swap,asymmetric,lognormal,30,4.4
iteration_22,1149.0,20718286.0,13212840.030404592,0.0,459377881.61149424,swap,asymmetric,lognormal,30,4.4
iteration_28,1462.0,21070084.0,13215181.519202223,0.0,459377906.7747126,swap,asymmetric,lognormal,30,4.4
iteration_33,1856.0,21070750.0,13215181.527593255,0.0,459377906.7747126,swap,asymmetric,lognormal,30,4.4
iteration_45,1860.0,21071480.0,13215181.537674464,0.0,459377908.4528736,swap,asymmetric,lognormal,30,4.4
iteration_47,1890.0,21319904.0,13216352.408676911,0.0,459377439.67126435,swap,asymmetric,lognormal,30,4.4
iteration_54,1898.0,21320146.0,13216352.409784706,0.0,459377440.2275862,swap,asymmetric,lognormal,30,4.4
iteration_64,1902.0,126619436.0,75621704.61098897,0.0,459381405.57471263,swap,asymmetric,lognormal,30,4.4
iteration_65,2559.0,126619436.0,75621704.5580379,0.0,459381405.24367815,swap,asymmetric,lognormal,30,4.4
iteration_69,2578.0,126620926.0,75621704.5653774,0.0,459381405.24367815,swap,asymmetric,lognormal,30,4.4
iteration_82,2588.0,126751436.0,75621760.87478572,0.0,459381405.24367815,swap,asymmetric,lognormal,30,4.4
iteration_83,2590.0,142465216.0,76433710.87908445,0.0,459417471.51954025,swap,asymmetric,lognormal,30,4.4
iteration_94,2592.0,142745212.0,76433967.30268212,0.0,459417450.50344825,swap,asymmetric,lognormal,30,4.4
iteration_103,3124.0,142786944.0,76433972.99897076,0.0,459417450.50344825,swap,asymmetric,lognormal,30,4.4
iteration_105,3154.0,142787238.0,76433972.99925348,0.0,459417450.50344825,swap,asymmetric,lognormal,30,4.4
iteration_109,3310.0,142801676.0,76433973.6810702,0.0,459417450.50344825,swap,asymmetric,lognormal,30,4.4
iteration_113,3313.0,142985386.0,76434084.06830412,0.0,459417588.4528736,swap,asymmetric,lognormal,30,4.4
iteration_116,3461.0,142985456.0,76434084.06832016,0.0,459417588.4528736,swap,asymmetric,lognormal,30,4.4
iteration_125,4026.0,142993580.0,76434084.28419039,0.0,459417588.4528736,swap,asymmetric,lognormal,30,4.4
iteration_147,4177.0,143000250.0,76434084.42970432,0.0,459417573.2252874,swap,asymmetric,lognormal,30,4.4
iteration_152,4187.0,143008794.0,76434084.66847195,0.0,459417589.96091956,swap,asymmetric,lognormal,30,4.4
iteration_166,4613.0,143132356.0,76434134.60549586,0.0,459417873.93333334,swap,asymmetric,lognormal,30,4.4
iteration_168,5506.0,172121056.0,79135006.77156766,0.0,459416873.7172414,swap,asymmetric,lognormal,30,4.4
iteration_176,5511.0,172125022.0,79135006.82125856,0.0,459416873.7172414,swap,asymmetric,lognormal,30,4.4
iteration_179,5512.0,173113154.0,79138091.37845914,0.0,459416873.7172414,swap,asymmetric,lognormal,30,4.4
iteration_181,6128.0,173113154.0,79135045.33147971,0.0,459416892.40689653,swap,asymmetric,lognormal,30,4.4
iteration_196,6132.0,913339400.0,529367361.1333076,0.0,457715222.87586206,swap,asymmetric,lognormal,30,4.4
iteration_197,6136.0,913339400.0,529367361.13097966,0.0,457715166.77931035,swap,asymmetric,lognormal,30,4.4
iteration_205,18914.0,913346392.0,529367361.15406764,0.0,457715155.3816092,swap,asymmetric,lognormal,30,4.4
iteration_211,18917.0,913758992.0,529367441.55133027,0.0,457715410.25517243,swap,asymmetric,lognormal,30,4.4
iteration_241,18920.0,913820022.0,529367443.3103452,0.0,457715269.95632184,swap,asymmetric,lognormal,30,4.4
iteration_297,20369.0,913821768.0,529367443.31178486,0.0,457715269.95632184,swap,asymmetric,lognormal,30,4.4
iteration_300,21462.0,913824772.0,529367443.3160466,0.0,457715269.95632184,swap,asymmetric,lognormal,30,4.4
iteration_305,26662.0,913886424.0,529367445.1110989,0.0,457715128.2275862,swap,asymmetric,lognormal,30,4.4
iteration_313,29620.0,916806820.0,529371472.8806708,0.0,457721833.48275864,swap,asymmetric,lognormal,30,4.4
iteration_317,29644.0,916806820.0,529371472.2701652,0.0,457720549.7172414,swap,asymmetric,lognormal,30,4.4
iteration_372,29886.0,918160216.0,529372496.54271066,0.0,457720715.36321837,swap,asymmetric,lognormal,30,4.4
iteration_381,29963.0,918295964.0,529372505.26075447,0.0,457720871.3356322,swap,asymmetric,lognormal,30,4.4
iteration_385,29986.0,918309506.0,529372505.3473597,0.0,457720871.20689654,swap,asymmetric,lognormal,30,4.4
iteration_389,29988.0,918430474.0,529372512.2580213,0.0,457720593.1195402,swap,asymmetric,lognormal,30,4.4
iteration_398,29994.0,918445142.0,529372512.35962754,0.0,457720566.8804598,swap,asymmetric,lognormal,30,4.4
iteration_411,30011.0,918445142.0,529372498.688059,0.0,457720950.8206897,swap,asymmetric,lognormal,30,4.4
iteration_417,30653.0,918468216.0,529372498.9394932,0.0,457720990.38390803,swap,asymmetric,lognormal,30,4.4
iteration_418,32523.0,918468292.0,529372498.9394959,0.0,457720990.38390803,swap,asymmetric,lognormal,30,4.4
iteration_419,32554.0,930241834.0,529437957.4407746,0.0,457720987.53333336,swap,asymmetric,lognormal,30,4.4
iteration_441,33369.0,930247240.0,529437957.4545745,0.0,457720987.53333336,swap,asymmetric,lognormal,30,4.4
iteration_446,33394.0,930247240.0,529437851.4310736,0.0,457722444.90804595,swap,asymmetric,lognormal,30,4.4
iteration_458,33410.0,930250642.0,529437851.43653864,0.0,457722437.0873563,swap,asymmetric,lognormal,30,4.4
iteration_462,33443.0,930267452.0,529437851.6864004,0.0,457722463.32643676,swap,asymmetric,lognormal,30,4.4
iteration_477,34147.0,930267452.0,529437846.9162542,0.0,457722463.32643676,swap,asymmetric,lognormal,30,4.4
iteration_478,34601.0,930274374.0,529437846.9445861,0.0,457722463.32643676,swap,asymmetric,lognormal,30,4.4
iteration_485,34604.0,943091552.0,529515414.13188416,0.0,457722490.95862067,swap,asymmetric,lognormal,30,4.4
iteration_489,41010.0,943112714.0,529515414.34331816,0.0,457722490.7609195,swap,asymmetric,lognormal,30,4.4
iteration_491,42161.0,943112714.0,529515413.9572895,0.0,457722432.3563218,swap,asymmetric,lognormal,30,4.4
iteration_500,42162.0,942329238.0,529514824.92888653,0.0,457718852.3195402,swap,asymmetric,lognormal,30,4.4
iteration_507,43227.0,942330312.0,529514824.92943114,0.0,457718852.3195402,swap,asymmetric,lognormal,30,4.4
iteration_509,43402.0,942330834.0,529514824.9328972,0.0,457718851.12873566,swap,asymmetric,lognormal,30,4.4
iteration_511,43406.0,969546454.0,529864411.72219616,0.0,457718786.44827586,swap,asymmetric,lognormal,30,4.4
