violation_count,total_violation_magnitude,average_violation_magnitude,violation_ratio
176,3808449368.0,21638916.863636363,0.025730994152046785
210,3808492754.0,18135679.78095238,0.03070175438596491
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
